time [s],pos_x [m],pos_y [m],pos_z [m],vel_x [m/s],vel_y [m/s],vel_z [m/s],acc_x [m/s^2],acc_y [m/s^2],acc_z [m/s^2],mass [kg],dens [kg/m^3],pres [Pa],ene [J/kg],sml [m],id,neighbor,alpha,gradh,shockSensor,ene_floored
2.005607e-01,-2.928937e+00,-5.366059e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.551031e+01,4.533991e+00,5.856806e-03,4.434435e+00,0,6400,2.000000e+00,1.520650e-02,7.079119e-01,2147482624
2.005607e-01,-2.929220e+00,-5.365017e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.550695e+01,4.532508e+00,5.856806e-03,4.434420e+00,1,6400,2.000000e+00,1.521212e-02,7.081259e-01,2147482624
2.005607e-01,-2.929211e+00,-5.365395e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.550698e+01,4.532526e+00,5.856806e-03,4.434427e+00,2,6400,2.000000e+00,1.521206e-02,7.080335e-01,2147482624
2.005607e-01,-2.929327e+00,-5.366916e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.550512e+01,4.531737e+00,5.856806e-03,4.434455e+00,3,6400,2.000000e+00,1.521513e-02,0.000000e+00,2147482624
2.005607e-01,-2.928080e+00,-5.369022e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.552018e+01,4.538218e+00,5.856806e-03,4.434505e+00,4,6400,2.000000e+00,1.517377e-02,7.077666e-01,2147482624
2.005607e-01,-2.928702e+00,-4.177801e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.770844e+01,2.602998e+00,1.618397e-02,2.104824e+00,5,2120,2.000000e+00,1.031259e-02,8.729863e-01,2147482624
2.005607e-01,-2.928528e+00,-4.177452e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.771352e+01,2.604169e+00,1.618397e-02,2.104791e+00,6,2120,2.000000e+00,1.031043e-02,8.172010e-01,2147482624
2.005607e-01,-2.928528e+00,-4.177692e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.771340e+01,2.604161e+00,1.618397e-02,2.104806e+00,7,2120,2.000000e+00,1.031053e-02,8.308043e-01,2147482624
2.005607e-01,-2.928685e+00,-4.178447e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.770861e+01,2.603095e+00,1.618397e-02,2.104867e+00,8,2120,2.000000e+00,1.031270e-02,8.486256e-01,2147482624
2.005607e-01,-2.928070e+00,-4.174282e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.772750e+01,2.607762e+00,1.618397e-02,2.104975e+00,9,2120,2.000000e+00,1.030556e-02,8.062913e-01,2147482624
2.005607e-01,-2.928885e+00,-2.977898e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.892858e+01,2.146934e+00,2.401794e-02,1.592321e+00,10,1280,2.000000e+00,7.679256e-03,8.605135e-01,2147482624
2.005607e-01,-2.928727e+00,-2.977310e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.893478e+01,2.148050e+00,2.401794e-02,1.592277e+00,11,1280,2.000000e+00,7.677202e-03,8.470237e-01,2147482624
2.005607e-01,-2.928706e+00,-2.977485e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.893546e+01,2.148209e+00,2.401794e-02,1.592296e+00,12,1280,2.000000e+00,7.677085e-03,8.357765e-01,2147482624
2.005607e-01,-2.927709e+00,-2.978341e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.897230e+01,2.155354e+00,2.401794e-02,1.592379e+00,13,1280,2.000000e+00,7.666415e-03,8.177112e-01,2147482624
2.005607e-01,-2.927928e+00,-2.979644e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.896331e+01,2.153855e+00,2.401794e-02,1.592525e+00,14,1280,2.000000e+00,7.669770e-03,8.259851e-01,2147482624
2.005607e-01,-2.928243e+00,-1.791058e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,nan,nan,nan,1.012146e-01,1.980133e+01,1.999362e+00,2.928350e-02,1.390134e+00,15,1010,2.000000e+00,6.522579e-03,8.065633e-01,2147482624
