time [s],pos_x [m],vel_x [m/s],acc_x [m/s^2],mass [kg],dens [kg/m^3],pres [Pa],ene [J/kg],sml [m],id,neighbor,alpha,gradh,shockSensor,ene_floored
1.608659e-01,-4.985118e-01,2.401479e-03,7.789883e-03,2.500000e-03,5.139643e-01,5.139644e-01,2.500004e+00,1.459930e-01,0,59,1.000000e+00,-1.620221e-04,0.000000e+00,0
1.608659e-01,-4.959722e-01,2.750536e-03,8.286850e-03,2.500000e-03,5.389937e-01,5.389938e-01,2.500004e+00,1.392271e-01,1,57,1.000000e+00,-4.730601e-04,8.149054e-01,0
1.608659e-01,-4.934370e-01,3.057314e-03,8.628098e-03,2.500000e-03,5.663477e-01,5.663478e-01,2.500004e+00,1.325157e-01,2,56,1.000000e+00,-8.084151e-04,8.171580e-01,0
1.608659e-01,-4.909072e-01,3.313903e-03,8.776612e-03,2.500000e-03,5.961499e-01,5.961500e-01,2.500003e+00,1.259035e-01,3,54,1.000000e+00,-1.163379e-03,8.198275e-01,0
1.608659e-01,-4.883849e-01,3.504444e-03,8.766034e-03,2.500000e-03,6.284190e-01,6.284191e-01,2.500002e+00,1.194493e-01,4,52,1.000000e+00,-1.528660e-03,8.230080e-01,0
1.608659e-01,-4.858727e-01,3.604255e-03,8.555710e-03,2.500000e-03,6.630029e-01,6.630030e-01,2.500000e+00,1.132271e-01,5,51,1.000000e+00,-1.888379e-03,8.268071e-01,0
1.608659e-01,-4.833739e-01,3.581814e-03,8.078182e-03,2.500000e-03,6.995030e-01,6.995031e-01,2.499998e+00,1.073244e-01,6,50,1.000000e+00,-2.218950e-03,8.313405e-01,0
1.608659e-01,-4.808914e-01,3.405041e-03,7.281059e-03,2.500000e-03,7.372188e-01,7.372189e-01,2.499996e+00,1.018353e-01,7,48,1.000000e+00,-2.490997e-03,8.367205e-01,0
1.608659e-01,-4.784265e-01,3.063411e-03,6.203710e-03,2.500000e-03,7.751645e-01,7.751645e-01,2.499994e+00,9.684817e-02,8,47,1.000000e+00,-2.674574e-03,8.430389e-01,0
1.608659e-01,-4.759767e-01,2.583668e-03,5.044813e-03,2.500000e-03,8.121654e-01,8.121654e-01,2.499993e+00,9.243146e-02,9,47,1.000000e+00,-2.747051e-03,8.503460e-01,0
1.608659e-01,-4.735363e-01,2.025517e-03,3.942566e-03,2.500000e-03,8.470211e-01,8.470212e-01,2.499992e+00,8.862268e-02,10,46,1.000000e+00,-2.700660e-03,8.586325e-01,0
1.608659e-01,-4.710991e-01,1.445468e-03,2.906687e-03,2.500000e-03,8.786721e-01,8.786722e-01,2.499991e+00,8.542586e-02,11,46,1.000000e+00,-2.546234e-03,8.678159e-01,0
1.608659e-01,-4.686597e-01,8.929820e-04,2.019552e-03,2.500000e-03,9.063618e-01,9.063619e-01,2.499992e+00,8.281273e-02,12,46,1.000000e+00,-2.310013e-03,8.777392e-01,0
1.608659e-01,-4.662139e-01,4.061304e-04,1.295782e-03,2.500000e-03,9.297313e-01,9.297315e-01,2.499994e+00,8.072897e-02,13,46,1.000000e+00,-2.024574e-03,8.881861e-01,0
1.608659e-01,-4.637596e-01,9.903167e-07,7.170984e-04,2.500000e-03,9.488019e-01,9.488022e-01,2.499996e+00,7.910484e-02,14,46,1.000000e+00,-1.723127e-03,8.989071e-01,0
1.608659e-01,-4.612968e-01,-3.256715e-04,2.580509e-04,2.500000e-03,9.639005e-01,9.639009e-01,2.499998e+00,7.786442e-02,15,47,1.000000e+00,-1.432604e-03,9.096491e-01,0
1.608659e-01,-4.588269e-01,-5.888072e-04,-1.171181e-04,2.500000e-03,9.755600e-01,9.755605e-01,2.500000e+00,7.693226e-02,16,47,1.000000e+00,-1.172156e-03,9.201824e-01,0
1.608659e-01,-4.563517e-01,-8.059504e-04,-4.375128e-04,2.500000e-03,9.843746e-01,9.843752e-01,2.500003e+00,7.624137e-02,17,48,1.000000e+00,-9.451997e-04,9.303161e-01,0
1.608659e-01,-4.538725e-01,-9.905357e-04,-7.194032e-04,2.500000e-03,9.908761e-01,9.908768e-01,2.500005e+00,7.573859e-02,18,49,1.000000e+00,-7.494291e-04,9.398991e-01,0
1.608659e-01,-4.513903e-01,-1.151747e-03,-9.680045e-04,2.500000e-03,9.955218e-01,9.955227e-01,2.500006e+00,7.538212e-02,19,50,1.000000e+00,-5.822331e-04,9.488179e-01,0
1.608659e-01,-4.489057e-01,-1.295704e-03,-1.186064e-03,2.500000e-03,9.986984e-01,9.986995e-01,2.500008e+00,7.513885e-02,20,50,1.000000e+00,-4.410025e-04,9.569930e-01,0
1.608659e-01,-4.464190e-01,-1.426442e-03,-1.421101e-03,2.500000e-03,1.000730e+00,1.000731e+00,2.500008e+00,7.498244e-02,21,51,1.000000e+00,-3.232672e-04,9.643753e-01,0
1.608659e-01,-4.439303e-01,-1.545822e-03,-1.660014e-03,2.500000e-03,1.001886e+00,1.001887e+00,2.500009e+00,7.489175e-02,22,52,1.000000e+00,-2.267188e-04,9.709426e-01,0
1.608659e-01,-4.414396e-01,-1.653479e-03,-1.935310e-03,2.500000e-03,1.002390e+00,1.002391e+00,2.500009e+00,7.484974e-02,23,53,1.000000e+00,-1.492216e-04,9.766964e-01,0
1.608659e-01,-4.389465e-01,-1.747699e-03,-2.273421e-03,2.500000e-03,1.002424e+00,1.002425e+00,2.500009e+00,7.484263e-02,24,54,1.000000e+00,-8.876372e-05,9.816578e-01,0
1.608659e-01,-4.364510e-01,-1.825425e-03,-2.687156e-03,2.500000e-03,1.002139e+00,1.002141e+00,2.500009e+00,7.485930e-02,25,55,1.000000e+00,-4.339033e-05,9.858650e-01,0
1.608659e-01,-4.339528e-01,-1.882648e-03,-3.166691e-03,2.500000e-03,1.001656e+00,1.001657e+00,2.500008e+00,7.489084e-02,26,56,1.000000e+00,-1.112950e-05,9.893694e-01,0
1.608659e-01,-4.314517e-01,-1.915555e-03,-3.668841e-03,2.500000e-03,1.001069e+00,1.001070e+00,2.500007e+00,7.493026e-02,27,57,1.000000e+00,1.009106e-05,9.922331e-01,0
1.608659e-01,-4.289476e-01,-1.921459e-03,-4.162134e-03,2.500000e-03,1.000449e+00,1.000451e+00,2.500006e+00,7.497228e-02,28,58,1.000000e+00,2.254024e-05,9.945249e-01,0
1.608659e-01,-4.264410e-01,-1.903987e-03,-4.648895e-03,2.500000e-03,9.998480e-01,9.998494e-01,2.500005e+00,7.501318e-02,29,59,1.000000e+00,2.878145e-05,9.963177e-01,0
1.608659e-01,-4.239323e-01,-1.865474e-03,-5.136381e-03,2.500000e-03,9.992949e-01,9.992962e-01,2.500004e+00,7.505082e-02,30,60,1.000000e+00,3.177262e-05,9.976846e-01,0
1.608659e-01,-4.214226e-01,-1.821231e-03,-5.737834e-03,2.500000e-03,9.988009e-01,9.988022e-01,2.500003e+00,7.508438e-02,31,60,1.000000e+00,3.371944e-05,9.986948e-01,0
1.608659e-01,-4.189103e-01,-1.743492e-03,-6.276006e-03,2.500000e-03,9.983702e-01,9.983714e-01,2.500003e+00,7.511359e-02,32,60,1.000000e+00,3.470811e-05,9.994122e-01,0
1.608659e-01,-4.163953e-01,-1.629214e-03,-6.656767e-03,2.500000e-03,9.980056e-01,9.980067e-01,2.500002e+00,7.513825e-02,33,60,1.000000e+00,3.479287e-05,9.998931e-01,0
1.608659e-01,-4.138782e-01,-1.477811e-03,-6.763092e-03,2.500000e-03,9.977083e-01,9.977094e-01,2.500001e+00,7.515828e-02,34,61,1.000000e+00,3.404830e-05,1.000187e+00,0
1.608659e-01,-4.113597e-01,-1.294566e-03,-6.500428e-03,2.500000e-03,9.974782e-01,9.974791e-01,2.500001e+00,7.517369e-02,35,61,1.000000e+00,3.257011e-05,1.000337e+00,0
1.608659e-01,-4.088409e-01,-1.091270e-03,-5.842282e-03,2.500000e-03,9.973134e-01,9.973142e-01,2.500000e+00,7.518463e-02,36,61,1.000000e+00,3.047195e-05,1.000380e+00,0
1.608659e-01,-4.063226e-01,-8.830949e-04,-4.928156e-03,2.500000e-03,9.972106e-01,9.972114e-01,2.500000e+00,7.519132e-02,37,61,1.000000e+00,2.787966e-05,1.000347e+00,0
1.608659e-01,-4.038060e-01,-6.848923e-04,-3.898803e-03,2.500000e-03,9.971654e-01,9.971661e-01,2.500000e+00,7.519409e-02,38,61,1.000000e+00,2.492252e-05,1.000262e+00,0
1.608659e-01,-4.012915e-01,-5.084744e-04,-2.888667e-03,2.500000e-03,9.971720e-01,9.971726e-01,2.500000e+00,7.519332e-02,39,61,1.000000e+00,2.172220e-05,1.000146e+00,0
1.608659e-01,-3.987797e-01,-3.611006e-04,-1.992388e-03,2.500000e-03,9.972241e-01,9.972246e-01,2.500000e+00,7.518947e-02,40,61,1.000000e+00,1.838578e-05,1.000015e+00,0
1.608659e-01,-3.962705e-01,-2.447845e-04,-1.256462e-03,2.500000e-03,9.973151e-01,9.973155e-01,2.500000e+00,7.518299e-02,41,61,1.000000e+00,1.500465e-05,9.998808e-01,0
1.608659e-01,-3.937636e-01,-1.572033e-04,-6.926321e-04,2.500000e-03,9.974382e-01,9.974386e-01,2.500000e+00,7.517435e-02,42,61,1.000000e+00,1.165669e-05,9.997516e-01,0
1.608659e-01,-3.912587e-01,-9.475037e-05,-2.841626e-04,2.500000e-03,9.975868e-01,9.975871e-01,2.500000e+00,7.516401e-02,43,61,1.000000e+00,8.410182e-06,9.996337e-01,0
1.608659e-01,-3.887552e-01,-5.128212e-05,-2.347849e-06,2.500000e-03,9.977547e-01,9.977550e-01,2.500000e+00,7.515240e-02,44,61,1.000000e+00,5.326459e-06,9.995310e-01,0
1.608659e-01,-3.862529e-01,-2.214916e-05,1.824901e-04,2.500000e-03,9.979360e-01,9.979362e-01,2.500000e+00,7.513991e-02,45,61,1.000000e+00,2.463443e-06,9.994458e-01,0
1.608659e-01,-3.837514e-01,-3.338244e-06,2.961792e-04,2.500000e-03,9.981251e-01,9.981252e-01,2.500000e+00,7.512693e-02,46,61,1.000000e+00,-1.245863e-07,9.993790e-01,0
1.608659e-01,-3.812504e-01,7.594667e-06,3.101914e-04,2.500000e-03,9.983171e-01,9.983173e-01,2.500000e+00,7.511379e-02,47,61,1.000000e+00,-2.386593e-06,9.993308e-01,0
1.608659e-01,-3.787499e-01,1.233072e-05,2.870744e-04,2.500000e-03,9.985076e-01,9.985077e-01,2.500000e+00,7.510080e-02,48,60,1.000000e+00,-4.284015e-06,9.993003e-01,0
1.608659e-01,-3.762496e-01,1.385665e-05,2.631647e-04,2.500000e-03,9.986926e-01,9.986926e-01,2.500000e+00,7.508821e-02,49,60,1.000000e+00,-5.794357e-06,9.992863e-01,0
1.608659e-01,-3.737495e-01,1.374116e-05,2.384597e-04,2.500000e-03,9.988687e-01,9.988688e-01,2.500000e+00,7.507625e-02,50,60,1.000000e+00,-6.912310e-06,9.992870e-01,0
1.608659e-01,-3.712495e-01,1.273117e-05,2.121831e-04,2.500000e-03,9.990335e-01,9.990335e-01,2.500000e+00,7.506509e-02,51,60,1.000000e+00,-7.650082e-06,9.993005e-01,0
1.608659e-01,-3.687495e-01,1.124368e-05,1.855524e-04,2.500000e-03,9.991849e-01,9.991849e-01,2.500000e+00,7.505485e-02,52,60,1.000000e+00,-8.035506e-06,9.993248e-01,0
1.608659e-01,-3.662496e-01,9.554827e-06,1.595042e-04,2.500000e-03,9.993218e-01,9.993218e-01,2.500000e+00,7.504561e-02,53,60,1.000000e+00,-8.108739e-06,9.993577e-01,0
1.608659e-01,-3.637497e-01,7.838765e-06,1.347002e-04,2.500000e-03,9.994435e-01,9.994435e-01,2.500000e+00,7.503741e-02,54,60,1.000000e+00,-7.918153e-06,9.993973e-01,0
1.608659e-01,-3.612497e-01,6.208266e-06,1.125778e-04,2.500000e-03,9.995501e-01,9.995501e-01,2.500000e+00,7.503024e-02,55,60,1.000000e+00,-7.516093e-06,9.994416e-01,0
1.608659e-01,-3.587498e-01,4.726582e-06,9.263545e-05,2.500000e-03,9.996418e-01,9.996418e-01,2.500000e+00,7.502407e-02,56,60,1.000000e+00,-6.955064e-06,9.994889e-01,0
1.608659e-01,-3.562499e-01,3.418910e-06,7.479625e-05,2.500000e-03,9.997196e-01,9.997196e-01,2.500000e+00,7.501885e-02,57,60,1.000000e+00,-6.284715e-06,9.995375e-01,0
1.608659e-01,-3.537499e-01,2.293779e-06,5.904518e-05,2.500000e-03,9.997845e-01,9.997845e-01,2.500000e+00,7.501450e-02,58,60,1.000000e+00,-5.550041e-06,9.995862e-01,0
1.608659e-01,-3.512500e-01,1.341318e-06,4.534737e-05,2.500000e-03,9.998376e-01,9.998376e-01,2.500000e+00,7.501093e-02,59,60,1.000000e+00,-4.789755e-06,9.996337e-01,0
1.608659e-01,-3.487500e-01,5.473449e-07,3.358166e-05,2.500000e-03,9.998804e-01,9.998804e-01,2.500000e+00,7.500807e-02,60,60,1.000000e+00,-4.036791e-06,9.996793e-01,0
1.608659e-01,-3.462500e-01,-1.095666e-07,2.365731e-05,2.500000e-03,9.999141e-01,9.999141e-01,2.500000e+00,7.500581e-02,61,60,1.000000e+00,-3.318560e-06,9.997221e-01,0
1.608659e-01,-3.437501e-01,-6.572904e-07,1.527684e-05,2.500000e-03,9.999401e-01,9.999401e-01,2.500000e+00,7.500407e-02,62,60,1.000000e+00,-2.658274e-06,9.997618e-01,0
1.608659e-01,-3.412501e-01,-1.115025e-06,7.908396e-06,2.500000e-03,9.999596e-01,9.999596e-01,2.500000e+00,7.500277e-02,63,60,1.000000e+00,-2.072236e-06,9.997979e-01,0
1.608659e-01,-3.387501e-01,-1.492894e-06,1.300155e-06,2.500000e-03,9.999739e-01,9.999739e-01,2.500000e+00,7.500181e-02,64,60,1.000000e+00,-1.569731e-06,9.998304e-01,0
1.608659e-01,-3.362501e-01,-1.795412e-06,-4.674174e-06,2.500000e-03,9.999840e-01,9.999840e-01,2.500000e+00,7.500113e-02,65,60,1.000000e+00,-1.153346e-06,9.998591e-01,0
1.608659e-01,-3.337501e-01,-2.024010e-06,-9.965893e-06,2.500000e-03,9.999909e-01,9.999909e-01,2.500000e+00,7.500066e-02,66,60,1.000000e+00,-8.199184e-07,9.998842e-01,0
1.608659e-01,-3.312501e-01,-2.182572e-06,-1.449796e-05,2.500000e-03,9.999954e-01,9.999954e-01,2.500000e+00,7.500035e-02,67,60,1.000000e+00,-5.618864e-07,9.999059e-01,0
1.608659e-01,-3.287501e-01,-2.276403e-06,-1.816233e-05,2.500000e-03,9.999981e-01,9.999981e-01,2.500000e+00,7.500016e-02,68,60,1.000000e+00,-3.688604e-07,9.999243e-01,0
1.608659e-01,-3.262501e-01,-2.313413e-06,-2.095159e-05,2.500000e-03,9.999997e-01,9.999997e-01,2.500000e+00,7.500005e-02,69,59,1.000000e+00,-2.292216e-07,9.999398e-01,0
1.608659e-01,-3.237501e-01,-2.301930e-06,-2.294918e-05,2.500000e-03,1.000000e+00,1.000000e+00,2.500000e+00,7.500000e-02,70,59,1.000000e+00,-1.315120e-07,9.999527e-01,0
1.608659e-01,-3.212501e-01,-2.249105e-06,-2.427413e-05,2.500000e-03,1.000001e+00,1.000001e+00,2.500000e+00,7.499998e-02,71,59,1.000000e+00,-6.544839e-08,9.999633e-01,0
1.608659e-01,-3.187501e-01,-2.160849e-06,-2.500251e-05,2.500000e-03,1.000001e+00,1.000001e+00,2.500000e+00,7.499998e-02,72,59,1.000000e+00,-2.247071e-08,9.999719e-01,0
