time [s],pos_x [m],vel_x [m/s],acc_x [m/s^2],mass [kg],dens [kg/m^3],pres [Pa],ene [J/kg],sml [m],id,neighbor,alpha,gradh,shockSensor,ene_floored
6.640428e-02,-4.986960e-01,1.391969e-03,1.452161e-02,2.500000e-03,5.119620e-01,5.119618e-01,2.500001e+00,1.465347e-01,0,59,1.000000e+00,-1.471077e-04,0.000000e+00,0
6.640428e-02,-4.961855e-01,1.636200e-03,1.647185e-02,2.500000e-03,5.364403e-01,5.364402e-01,2.500000e+00,1.398568e-01,1,57,1.000000e+00,-4.518519e-04,8.154554e-01,0
6.640428e-02,-4.936763e-01,1.857734e-03,1.823242e-02,2.500000e-03,5.631782e-01,5.631780e-01,2.500000e+00,1.332252e-01,2,56,1.000000e+00,-7.802021e-04,8.175847e-01,0
6.640428e-02,-4.911687e-01,2.048750e-03,1.976587e-02,2.500000e-03,5.923065e-01,5.923064e-01,2.500000e+00,1.266813e-01,3,54,1.000000e+00,-1.127788e-03,8.201125e-01,0
6.640428e-02,-4.886633e-01,2.196450e-03,2.097942e-02,2.500000e-03,6.238701e-01,6.238699e-01,2.499999e+00,1.202785e-01,4,53,1.000000e+00,-1.486018e-03,8.231307e-01,0
6.640428e-02,-4.861606e-01,2.283475e-03,2.173252e-02,2.500000e-03,6.577665e-01,6.577663e-01,2.499999e+00,1.140848e-01,5,51,1.000000e+00,-1.839834e-03,8.267465e-01,0
6.640428e-02,-4.836614e-01,2.289428e-03,2.182176e-02,2.500000e-03,6.936712e-01,6.936710e-01,2.499998e+00,1.081820e-01,6,50,1.000000e+00,-2.166876e-03,8.310797e-01,0
6.640428e-02,-4.811661e-01,2.195012e-03,2.099154e-02,2.500000e-03,7.309683e-01,7.309681e-01,2.499998e+00,1.026620e-01,7,49,1.000000e+00,-2.438234e-03,8.362526e-01,0
6.640428e-02,-4.786748e-01,1.992586e-03,1.910290e-02,2.500000e-03,7.687239e-01,7.687236e-01,2.499997e+00,9.761825e-02,8,48,1.000000e+00,-2.623168e-03,8.423728e-01,0
6.640428e-02,-4.761869e-01,1.693720e-03,1.626455e-02,2.500000e-03,8.057447e-01,8.057444e-01,2.499997e+00,9.313076e-02,9,47,1.000000e+00,-2.697147e-03,8.495092e-01,0
