time,pos_x,vel_x,acc_x,mass,dens,pres,ene,sml,id,neighbor,alpha,gradh,shockSensor,ene_floored
5.213085e-02,-5.520989e-01,-1.638455e+00,-1.364766e+01,2.500000e-03,2.651283e-01,2.027708e-01,1.912531e+00,2.357349e-01,0,73,1.000000e+00,8.352980e-01,0.000000e+00,0
5.213085e-02,-5.508883e-01,-1.665660e+00,-1.348273e+01,2.500000e-03,2.690133e-01,2.010433e-01,1.868912e+00,2.323305e-01,1,73,1.000000e+00,8.482587e-01,7.383639e-01,0
5.213085e-02,-5.492399e-01,-1.682824e+00,-1.333752e+01,2.500000e-03,2.744487e-01,2.005269e-01,1.827251e+00,2.277292e-01,2,71,1.000000e+00,8.659986e-01,7.297235e-01,0
5.213085e-02,-5.468328e-01,-1.682163e+00,-1.321698e+01,2.500000e-03,2.826826e-01,2.024619e-01,1.791195e+00,2.210960e-01,3,70,1.000000e+00,8.917857e-01,7.219155e-01,0
5.213085e-02,-5.432350e-01,-1.652663e+00,-1.310926e+01,2.500000e-03,2.956065e-01,2.087422e-01,1.766053e+00,2.114297e-01,4,67,1.000000e+00,9.287895e-01,7.157900e-01,0
5.213085e-02,-5.378385e-01,-1.575451e+00,-1.289005e+01,2.500000e-03,3.161269e-01,2.223594e-01,1.759157e+00,1.977054e-01,5,64,1.000000e+00,9.754045e-01,7.123180e-01,0
5.213085e-02,-5.301849e-01,-1.431013e+00,-1.224732e+01,2.500000e-03,3.463177e-01,2.457442e-01,1.774657e+00,1.804701e-01,6,60,1.000000e+00,1.006160e+00,7.117236e-01,0
5.213085e-02,-5.207952e-01,-1.232206e+00,-1.118763e+01,2.500000e-03,3.819624e-01,2.754038e-01,1.803207e+00,1.636287e-01,7,57,1.000000e+00,9.748249e-01,7.126326e-01,0
5.213085e-02,-5.111972e-01,-1.036690e+00,-1.067784e+01,2.500000e-03,4.149431e-01,3.036995e-01,1.830384e+00,1.506231e-01,8,56,1.000000e+00,9.038156e-01,7.148333e-01,0
5.213085e-02,-5.025957e-01,-8.866041e-01,-1.113042e+01,2.500000e-03,4.432593e-01,3.286676e-01,1.854287e+00,1.410010e-01,9,55,1.000000e+00,8.533531e-01,7.199278e-01,0
5.213085e-02,-4.952706e-01,-7.840574e-01,-1.212889e+01,2.500000e-03,4.689821e-01,3.523178e-01,1.878650e+00,1.332674e-01,10,55,1.000000e+00,8.387594e-01,7.283500e-01,0
5.213085e-02,-4.890612e-01,-7.172502e-01,-1.327719e+01,2.500000e-03,4.938393e-01,3.762898e-01,1.905424e+00,1.265594e-01,11,55,1.000000e+00,8.528552e-01,7.392593e-01,0
5.213085e-02,-4.837279e-01,-6.744995e-01,-1.435249e+01,2.500000e-03,5.186845e-01,4.013352e-01,1.934838e+00,1.204971e-01,12,54,1.000000e+00,8.860966e-01,7.514292e-01,0
5.213085e-02,-4.790512e-01,-6.461696e-01,-1.521397e+01,2.500000e-03,5.438451e-01,4.276817e-01,1.966397e+00,1.149224e-01,13,54,1.000000e+00,9.292779e-01,7.637307e-01,0
5.213085e-02,-4.748427e-01,-6.239623e-01,-1.574438e+01,2.500000e-03,5.693616e-01,4.552726e-01,1.999383e+00,1.097721e-01,14,54,1.000000e+00,9.730948e-01,7.753514e-01,0
5.213085e-02,-4.709609e-01,-6.011409e-01,-1.585325e+01,2.500000e-03,5.949660e-01,4.837221e-01,2.032855e+00,1.050480e-01,15,53,1.000000e+00,1.008752e+00,7.858308e-01,0
5.213085e-02,-4.672895e-01,-5.730416e-01,-1.552773e+01,2.500000e-03,6.202773e-01,5.125133e-01,2.065928e+00,1.007614e-01,16,53,1.000000e+00,1.030661e+00,7.950590e-01,0
5.213085e-02,-4.637177e-01,-5.372905e-01,-1.485372e+01,2.500000e-03,6.450668e-01,5.412950e-01,2.098075e+00,9.688919e-02,17,53,1.000000e+00,1.038312e+00,8.032296e-01,0
5.213085e-02,-4.601606e-01,-4.938053e-01,-1.398219e+01,2.500000e-03,6.692199e-01,5.698461e-01,2.129006e+00,9.339232e-02,18,53,1.000000e+00,1.034934e+00,8.107045e-01,0
5.213085e-02,-4.565845e-01,-4.444622e-01,-1.307759e+01,2.500000e-03,6.925890e-01,5.979101e-01,2.158462e+00,9.024111e-02,19,49,1.000000e+00,1.024685e+00,8.178330e-01,0
5.213085e-02,-4.530007e-01,-3.921821e-01,-1.228150e+01,2.500000e-03,7.150328e-01,6.252420e-01,2.186258e+00,8.740858e-02,20,48,1.000000e+00,1.011231e+00,8.248091e-01,0
5.213085e-02,-4.494365e-01,-3.398366e-01,-1.169327e+01,2.500000e-03,7.365711e-01,6.518028e-01,2.212458e+00,8.485264e-02,21,48,1.000000e+00,9.978032e-01,8.317197e-01,0
5.213085e-02,-4.459190e-01,-2.896898e-01,-1.135704e+01,2.500000e-03,7.573918e-01,6.777777e-01,2.237347e+00,8.252003e-02,22,47,1.000000e+00,9.869688e-01,8.386170e-01,0
5.213085e-02,-4.424723e-01,-2.432735e-01,-1.126180e+01,2.500000e-03,7.777521e-01,7.034587e-01,2.261288e+00,8.035980e-02,23,48,1.000000e+00,9.803847e-01,8.455411e-01,0
5.213085e-02,-4.391208e-01,-2.015532e-01,-1.135186e+01,2.500000e-03,7.978512e-01,7.290814e-01,2.284560e+00,7.833540e-02,24,47,1.000000e+00,9.787563e-01,8.525177e-01,0
5.213085e-02,-4.358812e-01,-1.648504e-01,-1.154295e+01,2.500000e-03,8.178108e-01,7.547920e-01,2.307336e+00,7.642354e-02,25,48,1.000000e+00,9.819216e-01,8.595557e-01,0
5.213085e-02,-4.327665e-01,-1.331102e-01,-1.174062e+01,2.500000e-03,8.376222e-01,7.805723e-01,2.329633e+00,7.461597e-02,26,48,1.000000e+00,9.890491e-01,8.666469e-01,0
5.213085e-02,-4.297783e-01,-1.058696e-01,-1.185745e+01,2.500000e-03,8.572009e-01,8.063019e-01,2.351376e+00,7.291173e-02,27,48,1.000000e+00,9.988961e-01,8.737722e-01,0
5.213085e-02,-4.269104e-01,-8.244335e-02,-1.182447e+01,2.500000e-03,8.763983e-01,8.317698e-01,2.372423e+00,7.131460e-02,28,48,1.000000e+00,1.010063e+00,8.809117e-01,0
5.213085e-02,-4.241463e-01,-6.187669e-02,-1.159652e+01,2.500000e-03,8.950632e-01,8.567522e-01,2.392628e+00,6.982747e-02,29,47,1.000000e+00,1.021245e+00,8.880546e-01,0
5.213085e-02,-4.214664e-01,-4.322182e-02,-1.115197e+01,2.500000e-03,9.130338e-01,8.810040e-01,2.411838e+00,6.845311e-02,30,48,1.000000e+00,1.031358e+00,8.951996e-01,0
5.213085e-02,-4.188513e-01,-2.569659e-02,-1.049096e+01,2.500000e-03,9.301410e-01,9.042647e-01,2.429899e+00,6.719411e-02,31,47,1.000000e+00,1.039625e+00,9.023496e-01,0
5.213085e-02,-4.162853e-01,-8.858682e-03,-9.633021e+00,2.500000e-03,9.462096e-01,9.262617e-01,2.446661e+00,6.605302e-02,32,47,1.000000e+00,1.045603e+00,9.095028e-01,0
5.213085e-02,-4.137562e-01,7.447827e-03,-8.613058e+00,2.500000e-03,9.610822e-01,9.467459e-01,2.462003e+00,6.503086e-02,33,46,1.000000e+00,1.049174e+00,9.166481e-01,0
5.213085e-02,-4.112558e-01,2.308846e-02,-7.476633e+00,2.500000e-03,9.746315e-01,9.655091e-01,2.475839e+00,6.412680e-02,34,47,1.000000e+00,1.050502e+00,9.237614e-01,0
5.213085e-02,-4.087779e-01,3.777111e-02,-6.273641e+00,2.500000e-03,9.867798e-01,9.824135e-01,2.488136e+00,6.333733e-02,35,47,1.000000e+00,1.049946e+00,9.308068e-01,0
5.213085e-02,-4.063194e-01,5.106857e-02,-5.055091e+00,2.500000e-03,9.974978e-01,9.973907e-01,2.498905e+00,6.265678e-02,36,46,1.000000e+00,1.047968e+00,9.377386e-01,0
5.213085e-02,-4.038781e-01,6.255633e-02,-3.877447e+00,2.500000e-03,1.006806e+00,1.010445e+00,2.508202e+00,6.207749e-02,37,46,1.000000e+00,1.045042e+00,9.445062e-01,0
5.213085e-02,-4.014516e-01,7.195489e-02,-2.802513e+00,2.500000e-03,1.014768e+00,1.021645e+00,2.516115e+00,6.159043e-02,38,46,1.000000e+00,1.041592e+00,9.510603e-01,0
5.213085e-02,-3.990380e-01,7.914065e-02,-1.874641e+00,2.500000e-03,1.021470e+00,1.031094e+00,2.522747e+00,6.118630e-02,39,47,1.000000e+00,1.037958e+00,9.573555e-01,0
5.213085e-02,-3.966351e-01,8.421655e-02,-1.104075e+00,2.500000e-03,1.027016e+00,1.038923e+00,2.528211e+00,6.085592e-02,40,47,1.000000e+00,1.034381e+00,9.633541e-01,0
5.213085e-02,-3.942407e-01,8.739187e-02,-4.664721e-01,2.500000e-03,1.031509e+00,1.045267e+00,2.532615e+00,6.059081e-02,41,47,1.000000e+00,1.031009e+00,9.690258e-01,0
5.213085e-02,-3.918532e-01,8.889562e-02,6.841980e-02,2.500000e-03,1.035053e+00,1.050263e+00,2.536063e+00,6.038340e-02,42,46,1.000000e+00,1.027914e+00,9.743480e-01,0
5.213085e-02,-3.894705e-01,8.898004e-02,5.225317e-01,2.500000e-03,1.037741e+00,1.054041e+00,2.538653e+00,6.022696e-02,43,47,1.000000e+00,1.025106e+00,9.793055e-01,0
5.213085e-02,-3.870911e-01,8.789411e-02,9.049126e-01,2.500000e-03,1.039663e+00,1.056725e+00,2.540476e+00,6.011566e-02,44,47,1.000000e+00,1.022557e+00,9.838894e-01,0
5.213085e-02,-3.847132e-01,8.589462e-02,1.229981e+00,2.500000e-03,1.040897e+00,1.058427e+00,2.541615e+00,6.004438e-02,45,47,1.000000e+00,1.020217e+00,9.880962e-01,0
5.213085e-02,-3.823355e-01,8.319618e-02,1.512908e+00,2.500000e-03,1.041517e+00,1.059253e+00,2.542149e+00,6.000859e-02,46,47,1.000000e+00,1.018028e+00,9.919265e-01,0
5.213085e-02,-3.799565e-01,7.997575e-02,1.762595e+00,2.500000e-03,1.041593e+00,1.059303e+00,2.542148e+00,6.000426e-02,47,48,1.000000e+00,1.015940e+00,9.953844e-01,0
5.213085e-02,-3.775748e-01,7.635970e-02,1.990836e+00,2.500000e-03,1.041187e+00,1.058671e+00,2.541678e+00,6.002763e-02,48,48,1.000000e+00,1.013913e+00,9.984766e-01,0
5.213085e-02,-3.751892e-01,7.245252e-02,2.189370e+00,2.500000e-03,1.040363e+00,1.057444e+00,2.540802e+00,6.007520e-02,49,48,1.000000e+00,1.011925e+00,9.987899e-01,0
5.213085e-02,-3.727984e-01,6.833754e-02,2.363176e+00,2.500000e-03,1.039179e+00,1.055710e+00,2.539578e+00,6.014363e-02,50,49,1.000000e+00,1.009970e+00,9.964159e-01,0
5.213085e-02,-3.704014e-01,6.408477e-02,2.501429e+00,2.500000e-03,1.037695e+00,1.053553e+00,2.538061e+00,6.022967e-02,51,49,1.000000e+00,1.008059e+00,9.943861e-01,0
5.213085e-02,-3.679978e-01,5.975788e-02,2.605670e+00,2.500000e-03,1.035966e+00,1.051051e+00,2.536305e+00,6.033018e-02,52,49,1.000000e+00,1.006212e+00,9.926817e-01,0
5.213085e-02,-3.655869e-01,5.541009e-02,2.670265e+00,2.500000e-03,1.034047e+00,1.048284e+00,2.534363e+00,6.044210e-02,53,49,1.000000e+00,1.004457e+00,9.912837e-01,0
5.213085e-02,-3.631688e-01,5.108549e-02,2.696111e+00,2.500000e-03,1.031991e+00,1.045326e+00,2.532283e+00,6.056253e-02,54,49,1.000000e+00,1.002823e+00,9.901722e-01,0
5.213085e-02,-3.607434e-01,4.682366e-02,2.684860e+00,2.500000e-03,1.029845e+00,1.042244e+00,2.530113e+00,6.068873e-02,55,49,1.000000e+00,1.001336e+00,9.893267e-01,0
5.213085e-02,-3.583111e-01,4.265668e-02,2.639085e+00,2.500000e-03,1.027654e+00,1.039101e+00,2.527895e+00,6.081816e-02,56,50,1.000000e+00,1.000017e+00,9.887259e-01,0
5.213085e-02,-3.558722e-01,3.861374e-02,2.563081e+00,2.500000e-03,1.025455e+00,1.035954e+00,2.525669e+00,6.094856e-02,57,50,1.000000e+00,9.988811e-01,9.883474e-01,0
5.213085e-02,-3.534270e-01,3.472117e-02,2.461680e+00,2.500000e-03,1.023283e+00,1.032849e+00,2.523468e+00,6.107793e-02,58,50,1.000000e+00,9.979329e-01,9.881683e-01,0
