time,pos_x,vel_x,acc_x,mass,dens,pres,ene,sml,id,neighbor,alpha,gradh,shockSensor,ene_floored
1.486630e-02,-5.045645e-01,-7.445459e-01,-4.136975e+01,2.500000e-03,4.594234e-01,4.381731e-01,2.383607e+00,1.360401e-01,0,53,1.000000e+00,9.862331e-01,0.000000e+00,0
1.486630e-02,-5.022813e-01,-7.697231e-01,-4.222690e+01,2.500000e-03,4.856408e-01,4.601077e-01,2.367810e+00,1.286959e-01,1,51,1.000000e+00,1.042939e+00,8.006599e-01,0
1.486630e-02,-4.999281e-01,-7.867683e-01,-4.279876e+01,2.500000e-03,5.154522e-01,4.850927e-01,2.352022e+00,1.212528e-01,2,49,1.000000e+00,1.105036e+00,8.024194e-01,0
1.486630e-02,-4.974572e-01,-7.900106e-01,-4.286253e+01,2.500000e-03,5.497691e-01,5.143148e-01,2.338067e+00,1.136841e-01,3,46,1.000000e+00,1.170835e+00,8.046456e-01,0
1.486630e-02,-4.948086e-01,-7.721683e-01,-4.210494e+01,2.500000e-03,5.895006e-01,5.492361e-01,2.328543e+00,1.060220e-01,4,44,1.000000e+00,1.234824e+00,8.076796e-01,0
1.486630e-02,-4.919230e-01,-7.252322e-01,-4.000406e+01,2.500000e-03,6.347945e-01,5.907671e-01,2.325904e+00,9.845706e-02,5,43,1.000000e+00,1.284152e+00,8.119887e-01,0
1.486630e-02,-4.887871e-01,-6.461139e-01,-3.611136e+01,2.500000e-03,6.834088e-01,6.371599e-01,2.330115e+00,9.145331e-02,6,41,1.000000e+00,1.299093e+00,8.180404e-01,0
1.486630e-02,-4.854749e-01,-5.438260e-01,-3.081328e+01,2.500000e-03,7.301238e-01,6.829046e-01,2.337634e+00,8.560192e-02,7,40,1.000000e+00,1.268628e+00,8.260069e-01,0
1.486630e-02,-4.821083e-01,-4.349371e-01,-2.526028e+01,2.500000e-03,7.700002e-01,7.224267e-01,2.344876e+00,8.116881e-02,8,40,1.000000e+00,1.206679e+00,8.355498e-01,0
1.486630e-02,-4.787855e-01,-3.329657e-01,-2.041658e+01,2.500000e-03,8.016225e-01,7.540855e-01,2.351105e+00,7.796687e-02,9,40,1.000000e+00,1.138561e+00,8.459769e-01,0
