pos_x,pos_y,vel_x,vel_y,acc_x,acc_y,mass,dens,pres,ene,sml,id
-1.55164,-1.23061,0,0,0,0,0.791139,29.6791,21380.2,1080.57,0.195922,94
-1.49304,-1.08116,0,0,0,0,0.791139,37.3474,31358.9,1259.48,0.174654,95
-1.45017,-0.950111,0,0,0,0,0.791139,43.9019,41058.1,1402.84,0.161089,96
-1.41727,-0.830815,0,0,0,0,0.791139,49.5597,50250.7,1520.91,0.151615,97
-1.3914,-0.719688,0,0,0,0,0.791139,54.4397,58765.2,1619.18,0.14466,98
-1.37083,-0.614508,0,0,0,0,0.791139,58.6148,66466.9,1700.94,0.139413,99
-1.35448,-0.513769,0,0,0,0,0.791139,62.1328,73247.9,1768.34,0.135409,100
-1.34165,-0.416375,0,0,0,0,0.791139,65.0265,79021.4,1822.83,0.132362,101
-1.33185,-0.321482,0,0,0,0,0.791139,67.3189,83718.5,1865.42,0.130089,102
-1.32475,-0.228406,0,0,0,0,0.791139,69.0258,87286.2,1896.82,0.12847,103
-1.32014,-0.136566,0,0,0,0,0.791139,70.1579,89685.4,1917.5,0.127429,104
-1.31785,-0.0454433,0,0,0,0,0.791139,70.7226,90891.7,1927.78,0.12692,105
-1.31785,0.0454433,0,0,0,0,0.791139,70.7226,90891.7,1927.78,0.12692,106
-1.32014,0.136566,0,0,0,0,0.791139,70.1579,89685.4,1917.5,0.127429,107
-1.32475,0.228406,0,0,0,0,0.791139,69.0258,87286.2,1896.82,0.12847,108
-1.33185,0.321482,0,0,0,0,0.791139,67.3189,83718.5,1865.42,0.130089,109
-1.34165,0.416375,0,0,0,0,0.791139,65.0265,79021.4,1822.83,0.132362,110
-1.35448,0.513769,0,0,0,0,0.791139,62.1328,73247.9,1768.34,0.135409,111
-1.37083,0.614508,0,0,0,0,0.791139,58.6148,66466.9,1700.94,0.139413,112
-1.3914,0.719688,0,0,0,0,0.791139,54.4397,58765.2,1619.18,0.14466,113
-1.41727,0.830815,0,0,0,0,0.791139,49.5597,50250.7,1520.91,0.151615,114
-1.45017,0.950111,0,0,0,0,0.791139,43.9019,41058.1,1402.84,0.161089,115
-1.49304,1.08116,0,0,0,0,0.791139,37.3474,31358.9,1259.48,0.174654,116
-1.55164,1.23061,0,0,0,0,0.791139,29.6791,21380.2,1080.57,0.195922,117
-1.64032,1.41407,0,0,0,0,0.791139,20.4049,11450.4,841.734,0.236287,118
-1.82743,1.7014,0,0,0,0,0.791139,7.5512,2184.17,433.873,0.388418,119
-1.7014,-1.82743,0,0,0,0,0.791139,7.5512,2184.17,433.873,0.388418,120
-1.51885,-1.51885,0,0,0,0,0.791139,21.2321,12234.4,864.331,0.231639,121
-1.43361,-1.32742,0,0,0,0,0.791139,31.1187,23136.4,1115.23,0.191336,122
-1.37731,-1.17326,0,0,0,0,0.791139,39.3487,34209.3,1304.08,0.170154,123
-1.33602,-1.03913,0,0,0,0,0.791139,46.4409,45091.5,1456.42,0.156624,124
-1.30417,-0.91775,0,0,0,0,0.791139,52.6244,55535.7,1582.98,0.147134,125
-1.27892,-0.805247,0,0,0,0,0.791139,58.0234,65353,1689.48,0.140122,126
-1.25863,-0.699238,0,0,0,0,0.791139,62.7143,74393.9,1779.35,0.13478,127
-1.24225,-0.59812,0,0,0,0,0.791139,66.7475,82537.7,1854.85,0.130644,128
-1.22909,-0.500741,0,0,0,0,0.791139,70.1579,89685.4,1917.5,0.127429,129
-1.21868,-0.406225,0,0,0,0,0.791139,72.9704,95757.3,1968.41,0.124949,130
-1.21068,-0.313879,0,0,0,0,0.791139,75.2022,100688,2008.35,0.123081,131
-1.20486,-0.223122,0,0,0,0,0.791139,76.8662,104429,2037.86,0.121742,132
-1.20106,-0.133451,0,0,0,0,0.791139,77.971,106942,2057.34,0.120876,133
-1.19918,-0.0444141,0,0,0,0,0.791139,78.5221,108205,2067.03,0.120451,134
-1.19918,0.0444141,0,0,0,0,0.791139,78.5221,108205,2067.03,0.120451,135
-1.20106,0.133451,0,0,0,0,0.791139,77.971,106942,2057.34,0.120876,136
-1.20486,0.223122,0,0,0,0,0.791139,76.8662,104429,2037.86,0.121742,137
-1.21068,0.313879,0,0,0,0,0.791139,75.2022,100688,2008.35,0.123081,138
-1.21868,0.406225,0,0,0,0,0.791139,72.9704,95757.3,1968.41,0.124949,139
-1.22909,0.500741,0,0,0,0,0.791139,70.1579,89685.4,1917.5,0.127429,140
-1.24225,0.59812,0,0,0,0,0.791139,66.7475,82537.7,1854.85,0.130644,141
-1.25863,0.699238,0,0,0,0,0.791139,62.7143,74393.9,1779.35,0.13478,142
-1.27892,0.805247,0,0,0,0,0.791139,58.0234,65353,1689.48,0.140122,143
-1.30417,0.91775,0,0,0,0,0.791139,52.6244,55535.7,1582.98,0.147134,144
-1.33602,1.03913,0,0,0,0,0.791139,46.4409,45091.5,1456.42,0.156624,145
-1.37731,1.17326,0,0,0,0,0.791139,39.3487,34209.3,1304.08,0.170154,146
-1.43361,1.32742,0,0,0,0,0.791139,31.1187,23136.4,1115.23,0.191336,147
-1.51885,1.51885,0,0,0,0,0.791139,21.2321,12234.4,864.331,0.231639,148
-1.7014,1.82743,0,0,0,0,0.791139,7.5512,2184.17,433.873,0.388418,149
-1.63235,-2.02412,0,0,0,0,0.791139,4.63393,967.927,313.317,0.49583,150
-1.41407,-1.64032,0,0,0,0,0.791139,20.4049,11450.4,841.734,0.236287,151
-1.32742,-1.43361,0,0,0,0,0.791139,31.1187,23136.4,1115.23,0.191336,152
-1.2715,-1.2715,0,0,0,0,0.791139,40.0085,35170.7,1318.62,0.168745,153
-1.23081,-1.13235,0,0,0,0,0.791139,47.6955,47139.9,1482.53,0.15455,154
-1.19948,-1.00756,0,0,0,0,0.791139,54.4397,58765.2,1619.18,0.14466,155
-1.17458,-0.892682,0,0,0,0,0.791139,60.3804,69837.3,1734.93,0.13736,156
-1.15445,-0.785027,0,0,0,0,0.791139,65.6015,80189.4,1833.56,0.13178,157
-1.13805,-0.682828,0,0,0,0,0.791139,70.1579,89685.4,1917.5,0.127429,158
-1.12467,-0.584828,0,0,0,0,0.791139,74.0881,98214.3,1988.46,0.124003,159
-1.11384,-0.49009,0,0,0,0,0.791139,77.4191,105683,2047.62,0.121306,160
-1.10522,-0.39788,0,0,0,0,0.791139,80.1704,112017,2095.85,0.119207,161
-1.09857,-0.307601,0,0,0,0,0.791139,82.3565,117154,2133.78,0.117614,162
-1.09372,-0.218745,0,0,0,0,0.791139,83.9878,121047,2161.87,0.116466,163
-1.09055,-0.130866,0,0,0,0,0.791139,85.0717,123662,2180.43,0.115722,164
-1.08898,-0.0435591,0,0,0,0,0.791139,85.6125,124975,2189.66,0.115356,165
-1.08898,0.0435591,0,0,0,0,0.791139,85.6125,124975,2189.66,0.115356,166
-1.09055,0.130866,0,0,0,0,0.791139,85.0717,123662,2180.43,0.115722,167
-1.09372,0.218745,0,0,0,0,0.791139,83.9878,121047,2161.87,0.116466,168
-1.09857,0.307601,0,0,0,0,0.791139,82.3565,117154,2133.78,0.117614,169
-1.10522,0.39788,0,0,0,0,0.791139,80.1704,112017,2095.85,0.119207,170
-1.11384,0.49009,0,0,0,0,0.791139,77.4191,105683,2047.62,0.121306,171
-1.12467,0.584828,0,0,0,0,0.791139,74.0881,98214.3,1988.46,0.124003,172
-1.13805,0.682828,0,0,0,0,0.791139,70.1579,89685.4,1917.5,0.127429,173
-1.15445,0.785027,0,0,0,0,0.791139,65.6015,80189.4,1833.56,0.13178,174
-1.17458,0.892682,0,0,0,0,0.791139,60.3804,69837.3,1734.93,0.13736,175
-1.19948,1.00756,0,0,0,0,0.791139,54.4397,58765.2,1619.18,0.14466,176
-1.23081,1.13235,0,0,0,0,0.791139,47.6955,47139.9,1482.53,0.15455,177
-1.2715,1.2715,0,0,0,0,0.791139,40.0085,35170.7,1318.62,0.168745,178
-1.32742,1.43361,0,0,0,0,0.791139,31.1187,23136.4,1115.23,0.191336,179
-1.41407,1.64032,0,0,0,0,0.791139,20.4049,11450.4,841.734,0.236287,180
-1.63235,2.02412,0,0,0,0,0.791139,4.63393,967.927,313.317,0.49583,181
-1.32436,-1.785,0,0,0,0,0.791139,17.8375,9151.35,769.558,0.25272,182
-1.23061,-1.55164,0,0,0,0,0.791139,29.6791,21380.2,1080.57,0.195922,183
-1.17326,-1.37731,0,0,0,0,0.791139,39.3487,34209.3,1304.08,0.170154,184
-1.13235,-1.23081,0,0,0,0,0.791139,47.6955,47139.9,1482.53,0.15455,185
-1.1011,-1.1011,0,0,0,0,0.791139,55.0413,59851.5,1631.09,0.143868,186
-1.07634,-0.982749,0,0,0,0,0.791139,61.5501,72106.5,1757.27,0.136048,187
-1.0563,-0.872594,0,0,0,0,0.791139,67.3189,83718.5,1865.42,0.130089,188
-1.03987,-0.768603,0,0,0,0,0.791139,72.41,94534.6,1958.32,0.125432,189
-1.02636,-0.669365,0,0,0,0,0.791139,76.8662,104429,2037.86,0.121742,190
-1.01526,-0.573842,0,0,0,0,0.791139,80.7181,113295,2105.39,0.118802,191
-1.00622,-0.481238,0,0,0,0,0.791139,83.9878,121047,2161.87,0.116466,192
-0.999004,-0.390915,0,0,0,0,0.791139,86.6919,127612,2208.02,0.114635,193
-0.993415,-0.302344,0,0,0,0,0.791139,88.8425,132931,2244.39,0.113239,194
-0.989325,-0.215071,0,0,0,0,0.791139,90.4483,136960,2271.36,0.11223,195
-0.986648,-0.128693,0,0,0,0,0.791139,91.5156,139664,2289.19,0.111573,196
-0.985323,-0.0428401,0,0,0,0,0.791139,92.0482,141022,2298.06,0.11125,197
-0.985323,0.0428401,0,0,0,0,0.791139,92.0482,141022,2298.06,0.11125,198
-0.986648,0.128693,0,0,0,0,0.791139,91.5156,139664,2289.19,0.111573,199
-0.989325,0.215071,0,0,0,0,0.791139,90.4483,136960,2271.36,0.11223,200
-0.993415,0.302344,0,0,0,0,0.791139,88.8425,132931,2244.39,0.113239,201
-0.999004,0.390915,0,0,0,0,0.791139,86.6919,127612,2208.02,0.114635,202
-1.00622,0.481238,0,0,0,0,0.791139,83.9878,121047,2161.87,0.116466,203
-1.01526,0.573842,0,0,0,0,0.791139,80.7181,113295,2105.39,0.118802,204
-1.02636,0.669365,0,0,0,0,0.791139,76.8662,104429,2037.86,0.121742,205
-1.03987,0.768603,0,0,0,0,0.791139,72.41,94534.6,1958.32,0.125432,206
-1.0563,0.872594,0,0,0,0,0.791139,67.3189,83718.5,1865.42,0.130089,207
-1.07634,0.982749,0,0,0,0,0.791139,61.5501,72106.5,1757.27,0.136048,208
-1.1011,1.1011,0,0,0,0,0.791139,55.0413,59851.5,1631.09,0.143868,209
-1.13235,1.23081,0,0,0,0,0.791139,47.6955,47139.9,1482.53,0.15455,210
-1.17326,1.37731,0,0,0,0,0.791139,39.3487,34209.3,1304.08,0.170154,211
-1.23061,1.55164,0,0,0,0,0.791139,29.6791,21380.2,1080.57,0.195922,212
-1.32436,1.785,0,0,0,0,0.791139,17.8375,9151.35,769.558,0.25272,213
-1.25401,-1.97059,0,0,0,0,0.791139,13.1654,5516.32,628.503,0.294165,214
-1.14224,-1.68617,0,0,0,0,0.791139,26.7228,17950,1007.56,0.206475,215
-1.08116,-1.49304,0,0,0,0,0.791139,37.3474,31358.9,1259.48,0.174654,216
-1.03913,-1.33602,0,0,0,0,0.791139,46.4409,45091.5,1456.42,0.156624,217
-1.00756,-1.19948,0,0,0,0,0.791139,54.4397,58765.2,1619.18,0.14466,218
-0.982749,-1.07634,0,0,0,0,0.791139,61.5501,72106.5,1757.27,0.136048,219
-0.962715,-0.962715,0,0,0,0,0.791139,67.889,84903.5,1875.93,0.129541,220
-0.946284,-0.856162,0,0,0,0,0.791139,73.5298,96983.7,1978.46,0.124473,221
-0.932696,-0.75504,0,0,0,0,0.791139,78.5221,108205,2067.03,0.120451,222
-0.921434,-0.658167,0,0,0,0,0.791139,82.901,118448,2143.18,0.117227,223
-0.912134,-0.564655,0,0,0,0,0.791139,86.6919,127612,2208.02,0.114635,224
-0.904533,-0.473803,0,0,0,0,0.791139,89.9137,135614,2262.4,0.112563,225
-0.89844,-0.385046,0,0,0,0,0.791139,92.5803,142383,2306.91,0.11093,226
-0.893713,-0.297904,0,0,0,0,0.791139,94.7024,147864,2342.03,0.10968,227
-0.890246,-0.211963,0,0,0,0,0.791139,96.2879,152013,2368.1,0.108773,228
-0.887974,-0.126853,0,0,0,0,0.791139,97.3419,154796,2385.35,0.108183,229
-0.886848,-0.0422309,0,0,0,0,0.791139,97.8681,156193,2393.93,0.107891,230
-0.886848,0.0422309,0,0,0,0,0.791139,97.8681,156193,2393.93,0.107891,231
-0.887974,0.126853,0,0,0,0,0.791139,97.3419,154796,2385.35,0.108183,232
-0.890246,0.211963,0,0,0,0,0.791139,96.2879,152013,2368.1,0.108773,233
-0.893713,0.297904,0,0,0,0,0.791139,94.7024,147864,2342.03,0.10968,234
-0.89844,0.385046,0,0,0,0,0.791139,92.5803,142383,2306.91,0.11093,235
-0.904533,0.473803,0,0,0,0,0.791139,89.9137,135614,2262.4,0.112563,236
-0.912134,0.564655,0,0,0,0,0.791139,86.6919,127612,2208.02,0.114635,237
-0.921434,0.658167,0,0,0,0,0.791139,82.901,118448,2143.18,0.117227,238
-0.932696,0.75504,0,0,0,0,0.791139,78.5221,108205,2067.03,0.120451,239
-0.946284,0.856162,0,0,0,0,0.791139,73.5298,96983.7,1978.46,0.124473,240
-0.962715,0.962715,0,0,0,0,0.791139,67.889,84903.5,1875.93,0.129541,241
-0.982749,1.07634,0,0,0,0,0.791139,61.5501,72106.5,1757.27,0.136048,242
-1.00756,1.19948,0,0,0,0,0.791139,54.4397,58765.2,1619.18,0.14466,243
-1.03913,1.33602,0,0,0,0,0.791139,46.4409,45091.5,1456.42,0.156624,244
-1.08116,1.49304,0,0,0,0,0.791139,37.3474,31358.9,1259.48,0.174654,245
-1.14224,1.68617,0,0,0,0,0.791139,26.7228,17950,1007.56,0.206475,246
-1.25401,1.97059,0,0,0,0,0.791139,13.1654,5516.32,628.503,0.294165,247
-1.24059,-2.28529,0,0,0,0,0.791139,4.63393,967.927,313.317,0.49583,248
-1.06318,-1.84658,0,0,0,0,0.791139,22.0472,13027.1,886.313,0.227317,249
-0.994442,-1.62251,0,0,0,0,0.791139,33.9334,26728.4,1181.51,0.183229,250
-0.950111,-1.45017,0,0,0,0,0.791139,43.9019,41058.1,1402.84,0.161089,251
-0.91775,-1.30417,0,0,0,0,0.791139,52.6244,55535.7,1582.98,0.147134,252
-0.892682,-1.17458,0,0,0,0,0.791139,60.3804,69837.3,1734.93,0.13736,253
-0.872594,-1.0563,0,0,0,0,0.791139,67.3189,83718.5,1865.42,0.130089,254
-0.856162,-0.946284,0,0,0,0,0.791139,73.5298,96983.7,1978.46,0.124473,255
-0.842558,-0.842558,0,0,0,0,0.791139,79.0724,109472,2076.67,0.120032,256
-0.831229,-0.743732,0,0,0,0,0.791139,83.9878,121047,2161.87,0.116466,257
-0.821789,-0.648781,0,0,0,0,0.791139,88.3059,131596,2235.35,0.113583,258
-0.813963,-0.556922,0,0,0,0,0.791139,92.0482,141022,2298.06,0.11125,259
-0.807545,-0.467526,0,0,0,0,0.791139,95.2315,149243,2350.74,0.109375,260
-0.802386,-0.380078,0,0,0,0,0.791139,97.8681,156193,2393.93,0.107891,261
-0.798378,-0.294139,0,0,0,0,0.791139,99.9673,161817,2428.05,0.106753,262
-0.795434,-0.209325,0,0,0,0,0.791139,101.536,166072,2453.38,0.105925,263
-0.793502,-0.12529,0,0,0,0,0.791139,102.58,168925,2470.16,0.105385,264
-0.792546,-0.041713,0,0,0,0,0.791139,103.1,170357,2478.52,0.105118,265
-0.792546,0.041713,0,0,0,0,0.791139,103.1,170357,2478.52,0.105118,266
-0.793502,0.12529,0,0,0,0,0.791139,102.58,168925,2470.16,0.105385,267
-0.795434,0.209325,0,0,0,0,0.791139,101.536,166072,2453.38,0.105925,268
-0.798378,0.294139,0,0,0,0,0.791139,99.9673,161817,2428.05,0.106753,269
-0.802386,0.380078,0,0,0,0,0.791139,97.8681,156193,2393.93,0.107891,270
-0.807545,0.467526,0,0,0,0,0.791139,95.2315,149243,2350.74,0.109375,271
-0.813963,0.556922,0,0,0,0,0.791139,92.0482,141022,2298.06,0.11125,272
-0.821789,0.648781,0,0,0,0,0.791139,88.3059,131596,2235.35,0.113583,273
-0.831229,0.743732,0,0,0,0,0.791139,83.9878,121047,2161.87,0.116466,274
-0.842558,0.842558,0,0,0,0,0.791139,79.0724,109472,2076.67,0.120032,275
-0.856162,0.946284,0,0,0,0,0.791139,73.5298,96983.7,1978.46,0.124473,276
-0.872594,1.0563,0,0,0,0,0.791139,67.3189,83718.5,1865.42,0.130089,277
-0.892682,1.17458,0,0,0,0,0.791139,60.3804,69837.3,1734.93,0.13736,278
-0.91775,1.30417,0,0,0,0,0.791139,52.6244,55535.7,1582.98,0.147134,279
-0.950111,1.45017,0,0,0,0,0.791139,43.9019,41058.1,1402.84,0.161089,280
-0.994442,1.62251,0,0,0,0,0.791139,33.9334,26728.4,1181.51,0.183229,281
-1.06318,1.84658,0,0,0,0,0.791139,22.0472,13027.1,886.313,0.227317,282
-1.24059,2.28529,0,0,0,0,0.791139,4.63393,967.927,313.317,0.49583,283
-0.999203,-2.05718,0,0,0,0,0.791139,15.1079,6938.5,688.896,0.274604,284
-0.913193,-1.77267,0,0,0,0,0.791139,28.9501,20512.1,1062.8,0.198373,285
-0.86462,-1.57666,0,0,0,0,0.791139,40.0085,35170.7,1318.62,0.168745,286
-0.830815,-1.41727,0,0,0,0,0.791139,49.5597,50250.7,1520.91,0.151615,287
-0.805247,-1.27892,0,0,0,0,0.791139,58.0234,65353,1689.48,0.140122,288
-0.785027,-1.15445,0,0,0,0,0.791139,65.6015,80189.4,1833.56,0.13178,289
-0.768603,-1.03987,0,0,0,0,0.791139,72.41,94534.6,1958.32,0.125432,290
-0.75504,-0.932696,0,0,0,0,0.791139,78.5221,108205,2067.03,0.120451,291
-0.743732,-0.831229,0,0,0,0,0.791139,83.9878,121047,2161.87,0.116466,292
-0.734263,-0.734263,0,0,0,0,0.791139,88.8425,132931,2244.39,0.113239,293
-0.726343,-0.640891,0,0,0,0,0.791139,93.1117,143748,2315.73,0.110613,294
-0.719753,-0.550399,0,0,0,0,0.791139,96.8152,153403,2376.73,0.108477,295
-0.714338,-0.462219,0,0,0,0,0.791139,99.9673,161817,2428.05,0.106753,296
-0.709975,-0.375869,0,0,0,0,0.791139,102.58,168925,2470.16,0.105385,297
-0.706579,-0.290944,0,0,0,0,0.791139,104.66,174675,2503.45,0.104332,298
-0.704084,-0.207083,0,0,0,0,0.791139,106.216,179023,2528.19,0.103565,299
-0.702446,-0.123961,0,0,0,0,0.791139,107.25,181938,2544.58,0.103064,300
-0.701632,-0.0412725,0,0,0,0,0.791139,107.767,183401,2552.75,0.102817,301
-0.701632,0.0412725,0,0,0,0,0.791139,107.767,183401,2552.75,0.102817,302
