pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,mass,dens,pres,ene,sml,id
-2.76562,-0.890625,0.16,0,0,0,0,0,0,0.0619579,0.00375447,9.06944e-05,0.0362346,3.03102e-314,174
-2.76562,-0.796875,-0.16,0,0,0,0,0,0,0.0619579,0.00557404,0.000175233,0.0471561,3.03102e-314,175
-2.76562,-0.796875,-0.08,0,0,0,0,0,0,0.0619579,0.00557404,0.000175233,0.0471561,3.03102e-314,176
-2.76562,-0.796875,0,0,0,0,0,0,0,0.0619579,0.00557404,0.000175233,0.0471561,3.03102e-314,177
-2.76562,-0.796875,0.08,0,0,0,0,0,0,0.0619579,0.00557404,0.000175233,0.0471561,3.03102e-314,178
-2.76562,-0.796875,0.16,0,0,0,0,0,0,0.0619579,0.00557404,0.000175233,0.0471561,3.03102e-314,179
-2.76562,-0.703125,-0.16,0,0,0,0,0,0,0.0619579,0.0074314,0.000282998,0.0571222,3.03102e-314,180
-2.76562,-0.703125,-0.08,0,0,0,0,0,0,0.0619579,0.0074314,0.000282998,0.0571222,3.03102e-314,181
-2.76562,-0.703125,0,0,0,0,0,0,0,0.0619579,0.0074314,0.000282998,0.0571222,3.03102e-314,182
-2.76562,-0.703125,0.08,0,0,0,0,0,0,0.0619579,0.0074314,0.000282998,0.0571222,3.03102e-314,183
-2.76562,-0.703125,0.16,0,0,0,0,0,0,0.0619579,0.0074314,0.000282998,0.0571222,3.03102e-314,184
-2.76562,-0.609375,-0.16,0,0,0,0,0,0,0.0619579,0.00923968,0.000406844,0.0660484,3.03102e-314,185
-2.76562,-0.609375,-0.08,0,0,0,0,0,0,0.0619579,0.00923968,0.000406844,0.0660484,3.03102e-314,186
-2.76562,-0.609375,0,0,0,0,0,0,0,0.0619579,0.00923968,0.000406844,0.0660484,3.03102e-314,187
-2.76562,-0.609375,0.08,0,0,0,0,0,0,0.0619579,0.00923968,0.000406844,0.0660484,3.03102e-314,188
-2.76562,-0.609375,0.16,0,0,0,0,0,0,0.0619579,0.00923968,0.000406844,0.0660484,3.03102e-314,189
-2.76562,-0.515625,-0.16,0,0,0,0,0,0,0.0619579,0.0109257,0.000537959,0.0738569,3.03102e-314,190
-2.76562,-0.515625,-0.08,0,0,0,0,0,0,0.0619579,0.0109257,0.000537959,0.0738569,3.03102e-314,191
-2.76562,-0.515625,0,0,0,0,0,0,0,0.0619579,0.0109257,0.000537959,0.0738569,3.03102e-314,192
-2.76562,-0.515625,0.08,0,0,0,0,0,0,0.0619579,0.0109257,0.000537959,0.0738569,3.03102e-314,193
-2.76562,-0.515625,0.16,0,0,0,0,0,0,0.0619579,0.0109257,0.000537959,0.0738569,3.03102e-314,194
-2.76562,-0.421875,-0.16,0,0,0,0,0,0,0.0619579,0.0124273,0.000666745,0.0804776,3.03102e-314,195
-2.76562,-0.421875,-0.08,0,0,0,0,0,0,0.0619579,0.0124273,0.000666745,0.0804776,3.03102e-314,196
-2.76562,-0.421875,0,0,0,0,0,0,0,0.0619579,0.0124273,0.000666745,0.0804776,3.03102e-314,197
-2.76562,-0.421875,0.08,0,0,0,0,0,0,0.0619579,0.0124273,0.000666745,0.0804776,3.03102e-314,198
-2.76562,-0.421875,0.16,0,0,0,0,0,0,0.0619579,0.0124273,0.000666745,0.0804776,3.03102e-314,199
-2.76562,-0.328125,-0.16,0,0,0,0,0,0,0.0619579,0.0136922,0.000783654,0.0858501,3.03102e-314,200
-2.76562,-0.328125,-0.08,0,0,0,0,0,0,0.0619579,0.0136922,0.000783654,0.0858501,3.03102e-314,201
-2.76562,-0.328125,0,0,0,0,0,0,0,0.0619579,0.0136922,0.000783654,0.0858501,3.03102e-314,202
-2.76562,-0.328125,0.08,0,0,0,0,0,0,0.0619579,0.0136922,0.000783654,0.0858501,3.03102e-314,203
-2.76562,-0.328125,0.16,0,0,0,0,0,0,0.0619579,0.0136922,0.000783654,0.0858501,3.03102e-314,204
-2.76562,-0.234375,-0.16,0,0,0,0,0,0,0.0619579,0.0146784,0.000879968,0.0899245,3.03102e-314,205
-2.76562,-0.234375,-0.08,0,0,0,0,0,0,0.0619579,0.0146784,0.000879968,0.0899245,3.03102e-314,206
-2.76562,-0.234375,0,0,0,0,0,0,0,0.0619579,0.0146784,0.000879968,0.0899245,3.03102e-314,207
-2.76562,-0.234375,0.08,0,0,0,0,0,0,0.0619579,0.0146784,0.000879968,0.0899245,3.03102e-314,208
-2.76562,-0.234375,0.16,0,0,0,0,0,0,0.0619579,0.0146784,0.000879968,0.0899245,3.03102e-314,209
-2.76562,-0.140625,-0.16,0,0,0,0,0,0,0.0619579,0.0153539,0.000948486,0.0926624,3.03102e-314,210
-2.76562,-0.140625,-0.08,0,0,0,0,0,0,0.0619579,0.0153539,0.000948486,0.0926624,3.03102e-314,211
-2.76562,-0.140625,0,0,0,0,0,0,0,0.0619579,0.0153539,0.000948486,0.0926624,3.03102e-314,212
-2.76562,-0.140625,0.08,0,0,0,0,0,0,0.0619579,0.0153539,0.000948486,0.0926624,3.03102e-314,213
-2.76562,-0.140625,0.16,0,0,0,0,0,0,0.0619579,0.0153539,0.000948486,0.0926624,3.03102e-314,214
-2.76562,-0.046875,-0.16,0,0,0,0,0,0,0.0619579,0.015697,0.000984079,0.094038,3.03102e-314,215
-2.76562,-0.046875,-0.08,0,0,0,0,0,0,0.0619579,0.015697,0.000984079,0.094038,3.03102e-314,216
-2.76562,-0.046875,0,0,0,0,0,0,0,0.0619579,0.015697,0.000984079,0.094038,3.03102e-314,217
-2.76562,-0.046875,0.08,0,0,0,0,0,0,0.0619579,0.015697,0.000984079,0.094038,3.03102e-314,218
