time [s],pos_x [m],vel_x [m/s],acc_x [m/s^2],mass [kg],dens [kg/m^3],pres [Pa],ene [J/kg],sml [m],id,neighbor,alpha,gradh,shockSensor,ene_floored
4.957439e-02,-5.505375e-01,-1.734191e+00,-1.985460e+01,2.500000e-03,2.686552e-01,2.344283e-01,2.135099e+00,2.498851e-01,0,80,1.000000e+00,1.657012e-03,0.000000e+00,0
4.957439e-02,-5.469940e-01,-1.716903e+00,-1.978671e+01,2.500000e-03,2.798122e-01,2.436988e-01,2.135647e+00,2.388256e-01,1,77,1.000000e+00,1.463234e-03,7.217445e-01,0
4.957439e-02,-5.428596e-01,-1.681185e+00,-1.959580e+01,2.500000e-03,2.941096e-01,2.556224e-01,2.136894e+00,2.262718e-01,2,73,1.000000e+00,1.224078e-03,7.234458e-01,0
4.957439e-02,-5.380834e-01,-1.623521e+00,-1.921275e+01,2.500000e-03,3.123474e-01,2.708994e-01,2.137350e+00,2.123500e-01,3,70,1.000000e+00,9.415035e-04,7.262285e-01,0
4.957439e-02,-5.326622e-01,-1.541646e+00,-1.855994e+01,2.500000e-03,3.351037e-01,2.900701e-01,2.135517e+00,1.975438e-01,4,66,1.000000e+00,6.414628e-04,7.300556e-01,0
4.957439e-02,-5.266651e-01,-1.436229e+00,-1.759402e+01,2.500000e-03,3.621677e-01,3.130479e-01,2.130233e+00,1.827654e-01,5,62,1.000000e+00,3.906059e-04,7.346644e-01,0
4.957439e-02,-5.202472e-01,-1.312498e+00,-1.637895e+01,2.500000e-03,3.919870e-01,3.386495e-01,2.121352e+00,1.691483e-01,6,60,1.000000e+00,2.793883e-04,7.396504e-01,0
4.957439e-02,-5.136298e-01,-1.179995e+00,-1.511787e+01,2.500000e-03,4.220416e-01,3.648867e-01,2.110543e+00,1.575399e-01,7,58,1.000000e+00,3.462810e-04,7.447347e-01,0
4.957439e-02,-5.070462e-01,-1.049528e+00,-1.406341e+01,2.500000e-03,4.503038e-01,3.901643e-01,2.101094e+00,1.481239e-01,8,56,1.000000e+00,5.301195e-04,7.499444e-01,0
4.957439e-02,-5.006838e-01,-9.294098e-01,-1.338010e+01,2.500000e-03,4.762311e-01,4.140920e-01,2.096377e+00,1.405327e-01,9,56,1.000000e+00,7.298132e-04,7.555124e-01,0
4.957439e-02,-4.946558e-01,-8.238104e-01,-1.309758e+01,2.500000e-03,5.004132e-01,4.371789e-01,2.098368e+00,1.342202e-01,10,56,1.000000e+00,8.766921e-04,7.616662e-01,0
4.957439e-02,-4.890077e-01,-7.333975e-01,-1.315287e+01,2.500000e-03,5.237740e-01,4.601770e-01,2.107335e+00,1.287207e-01,11,56,1.000000e+00,9.455052e-04,7.685084e-01,0
4.957439e-02,-4.837384e-01,-6.567336e-01,-1.344400e+01,2.500000e-03,5.471159e-01,4.837196e-01,2.122372e+00,1.237216e-01,12,56,1.000000e+00,9.365378e-04,7.760037e-01,0
4.957439e-02,-4.788205e-01,-5.914298e-01,-1.386123e+01,2.500000e-03,5.709950e-01,5.082346e-01,2.142072e+00,1.190419e-01,13,56,1.000000e+00,8.615193e-04,7.840135e-01,0
4.957439e-02,-4.742157e-01,-5.348698e-01,-1.430181e+01,2.500000e-03,5.957187e-01,5.339496e-01,2.164983e+00,1.145938e-01,14,56,1.000000e+00,7.377194e-04,7.923402e-01,0
