time [s],pos_x [m],vel_x [m/s],acc_x [m/s^2],mass [kg],dens [kg/m^3],pres [Pa],ene [J/kg],sml [m],id,neighbor,alpha,gradh,shockSensor,ene_floored
7.318508e-02,-5.964247e-01,-2.123142e+00,-1.367073e+01,2.500000e-03,2.009651e-01,1.666567e-01,2.117756e+00,3.413852e-01,0,98,1.000000e+00,1.941370e-03,0.000000e+00,0
7.318508e-02,-5.924512e-01,-2.103964e+00,-1.359138e+01,2.500000e-03,2.074639e-01,1.717247e-01,2.110418e+00,3.299213e-01,1,95,1.000000e+00,1.801465e-03,6.891173e-01,0
7.318508e-02,-5.874232e-01,-2.064190e+00,-1.344395e+01,2.500000e-03,2.163426e-01,1.786690e-01,2.098456e+00,3.157299e-01,2,91,1.000000e+00,1.618229e-03,6.899346e-01,0
7.318508e-02,-5.811897e-01,-1.999033e+00,-1.318689e+01,2.500000e-03,2.283572e-01,1.880915e-01,2.080343e+00,2.986570e-01,3,87,1.000000e+00,1.388124e-03,6.923168e-01,0
7.318508e-02,-5.736755e-01,-1.904754e+00,-1.277048e+01,2.500000e-03,2.442498e-01,2.005885e-01,2.055613e+00,2.790394e-01,4,82,1.000000e+00,1.126377e-03,6.963044e-01,0
7.318508e-02,-5.649545e-01,-1.781169e+00,-1.216571e+01,2.500000e-03,2.642972e-01,2.163948e-01,2.025227e+00,2.580218e-01,5,77,1.000000e+00,8.889676e-04,7.015428e-01,0
7.318508e-02,-5.553219e-01,-1.634874e+00,-1.142661e+01,2.500000e-03,2.876160e-01,2.348405e-01,1.991848e+00,2.375305e-01,6,73,1.000000e+00,7.698838e-04,7.072788e-01,0
7.318508e-02,-5.452784e-01,-1.479867e+00,-1.072862e+01,2.500000e-03,3.121209e-01,2.543447e-01,1.960077e+00,2.194280e-01,7,70,1.000000e+00,8.207856e-04,7.128861e-01,0
7.318508e-02,-5.353795e-01,-1.332398e+00,-1.027941e+01,2.500000e-03,3.358537e-01,2.734902e-01,1.935475e+00,2.044516e-01,8,68,1.000000e+00,9.782528e-04,7.184385e-01,0
7.318508e-02,-5.260489e-01,-1.203862e+00,-1.017481e+01,2.500000e-03,3.581577e-01,2.919079e-01,1.921982e+00,1.921914e-01,9,66,1.000000e+00,1.132462e-03,7.244981e-01,0
7.318508e-02,-5.175007e-01,-1.098271e+00,-1.037279e+01,2.500000e-03,3.793909e-01,3.099742e-01,1.920351e+00,1.818480e-01,10,66,1.000000e+00,1.217387e-03,7.315146e-01,0
7.318508e-02,-5.097742e-01,-1.014213e+00,-1.076358e+01,2.500000e-03,4.001737e-01,3.281997e-01,1.928905e+00,1.727547e-01,11,65,1.000000e+00,1.217215e-03,7.395583e-01,0
7.318508e-02,-5.028042e-01,-9.476388e-01,-1.123174e+01,2.500000e-03,4.210257e-01,3.469736e-01,1.945080e+00,1.644840e-01,12,65,1.000000e+00,1.141552e-03,7.483859e-01,0
7.318508e-02,-4.964772e-01,-8.936896e-01,-1.168165e+01,2.500000e-03,4.423036e-01,3.665521e-01,1.966465e+00,1.567926e-01,13,64,1.000000e+00,1.010102e-03,7.575979e-01,0
7.318508e-02,-4.906665e-01,-8.476624e-01,-1.204237e+01,2.500000e-03,4.642148e-01,3.870895e-01,1.991159e+00,1.495577e-01,14,63,1.000000e+00,8.472139e-04,7.667776e-01,0
7.318508e-02,-4.852531e-01,-8.055483e-01,-1.226796e+01,2.500000e-03,4.868188e-01,4.086423e-01,2.017771e+00,1.427360e-01,15,63,1.000000e+00,6.786602e-04,7.755930e-01,0
7.318508e-02,-4.801388e-01,-7.643796e-01,-1.233809e+01,2.500000e-03,5.100244e-01,4.311575e-01,2.045297e+00,1.363334e-01,16,62,1.000000e+00,5.260285e-04,7.838708e-01,0
7.318508e-02,-4.752516e-01,-7.223680e-01,-1.225617e+01,2.500000e-03,5.336210e-01,4.544815e-01,2.073017e+00,1.303758e-01,17,62,1.000000e+00,4.002659e-04,7.916351e-01,0
7.318508e-02,-4.705444e-01,-6.798726e-01,-1.233274e+01,2.500000e-03,5.573522e-01,4.784066e-01,2.100408e+00,1.248824e-01,18,61,1.000000e+00,3.013134e-04,7.990701e-01,0
7.318508e-02,-4.661924e-01,-6.506530e-01,-1.259494e+01,2.500000e-03,5.799067e-01,5.015872e-01,2.125898e+00,1.199637e-01,19,58,1.000000e+00,2.277012e-04,8.062935e-01,0
7.318508e-02,-4.620261e-01,-6.185353e-01,-1.245858e+01,2.500000e-03,6.018571e-01,5.245923e-01,2.149891e+00,1.155375e-01,20,57,1.000000e+00,1.732853e-04,8.132590e-01,0
7.318508e-02,-4.579359e-01,-5.811521e-01,-1.223552e+01,2.500000e-03,6.235804e-01,5.478044e-01,2.172895e+00,1.114994e-01,21,56,1.000000e+00,1.343711e-04,8.200416e-01,0
7.318508e-02,-4.541523e-01,-5.487796e-01,-1.198306e+01,2.500000e-03,6.437112e-01,5.697057e-01,2.193027e+00,1.079797e-01,22,55,1.000000e+00,1.099561e-04,8.265190e-01,0
7.318508e-02,-4.502621e-01,-5.049187e-01,-1.166667e+01,2.500000e-03,6.643572e-01,5.925706e-01,2.213126e+00,1.046737e-01,23,55,1.000000e+00,9.566964e-05,8.328177e-01,0
7.318508e-02,-4.467185e-01,-4.688249e-01,-1.107277e+01,2.500000e-03,6.830715e-01,6.136321e-01,2.229996e+00,1.018279e-01,24,55,1.000000e+00,9.053204e-05,8.387752e-01,0
7.318508e-02,-4.431605e-01,-4.294161e-01,-1.078325e+01,2.500000e-03,7.017548e-01,6.349777e-01,2.246554e+00,9.918909e-02,25,54,1.000000e+00,9.154830e-05,8.444521e-01,0
7.318508e-02,-4.395008e-01,-3.821222e-01,-1.020481e+01,2.500000e-03,7.208705e-01,6.571329e-01,2.263680e+00,9.669523e-02,26,55,1.000000e+00,9.685671e-05,8.500155e-01,0
7.318508e-02,-4.362774e-01,-3.496575e-01,-1.002491e+01,2.500000e-03,7.376508e-01,6.768213e-01,2.277433e+00,9.460051e-02,27,54,1.000000e+00,1.029507e-04,8.551915e-01,0
7.318508e-02,-4.327686e-01,-3.057961e-01,-9.867105e+00,2.500000e-03,7.559126e-01,6.984859e-01,2.293809e+00,9.251373e-02,28,54,1.000000e+00,1.083762e-04,8.603166e-01,0
7.318508e-02,-4.296913e-01,-2.734080e-01,-9.517852e+00,2.500000e-03,7.719779e-01,7.177180e-01,2.307266e+00,9.076298e-02,29,54,1.000000e+00,1.097002e-04,8.651039e-01,0
7.318508e-02,-4.265359e-01,-2.414369e-01,-9.513869e+00,2.500000e-03,7.885645e-01,7.377155e-01,2.322012e+00,8.907055e-02,30,54,1.000000e+00,1.050718e-04,8.697768e-01,0
7.318508e-02,-4.231511e-01,-2.025999e-01,-9.250121e+00,2.500000e-03,8.065569e-01,7.595300e-01,2.339384e+00,8.737205e-02,31,55,1.000000e+00,9.036090e-05,8.746518e-01,0
7.318508e-02,-4.199149e-01,-1.722192e-01,-9.306173e+00,2.500000e-03,8.240046e-01,7.807640e-01,2.356102e+00,8.581212e-02,32,54,1.000000e+00,6.460504e-05,8.796768e-01,0
7.318508e-02,-4.167816e-01,-1.438643e-01,-9.359873e+00,2.500000e-03,8.411479e-01,8.016711e-01,2.372570e+00,8.437253e-02,33,54,1.000000e+00,2.732398e-05,8.848599e-01,0
7.318508e-02,-4.137592e-01,-1.201576e-01,-9.102861e+00,2.500000e-03,8.578902e-01,8.221082e-01,2.388343e+00,8.303283e-02,34,55,1.000000e+00,-2.012820e-05,8.902038e-01,0
7.318508e-02,-4.107575e-01,-9.877095e-02,-9.031525e+00,2.500000e-03,8.746420e-01,8.425640e-01,2.404205e+00,8.176370e-02,35,54,1.000000e+00,-7.727086e-05,8.957701e-01,0
7.318508e-02,-4.079488e-01,-8.201419e-02,-8.874856e+00,2.500000e-03,8.903114e-01,8.617024e-01,2.418082e+00,8.062756e-02,36,54,1.000000e+00,-1.374390e-04,9.014011e-01,0
7.318508e-02,-4.051445e-01,-6.478021e-02,-8.591549e+00,2.500000e-03,9.057899e-01,8.806190e-01,2.431919e+00,7.956106e-02,37,54,1.000000e+00,-2.007943e-04,9.071824e-01,0
7.318508e-02,-4.025317e-01,-5.323945e-02,-7.989845e+00,2.500000e-03,9.198951e-01,8.978789e-01,2.443506e+00,7.861749e-02,38,54,1.000000e+00,-2.591814e-04,9.129245e-01,0
7.318508e-02,-3.998839e-01,-3.830026e-02,-7.485251e+00,2.500000e-03,9.336769e-01,9.147815e-01,2.455037e+00,7.774591e-02,39,54,1.000000e+00,-3.140748e-04,9.187417e-01,0
7.318508e-02,-3.973888e-01,-2.981010e-02,-6.912293e+00,2.500000e-03,9.460260e-01,9.299782e-01,2.464635e+00,7.698361e-02,40,54,1.000000e+00,-3.584998e-04,9.244569e-01,0
7.318508e-02,-3.949184e-01,-1.979243e-02,-6.074984e+00,2.500000e-03,9.574745e-01,9.441331e-01,2.473446e+00,7.630734e-02,41,55,1.000000e+00,-3.929155e-04,9.301053e-01,0
7.318508e-02,-3.924259e-01,-9.601297e-03,-5.346543e+00,2.500000e-03,9.681006e-01,9.573540e-01,2.481772e+00,7.570703e-02,42,54,1.000000e+00,-4.161330e-04,9.357167e-01,0
7.318508e-02,-3.900016e-01,-2.264218e-03,-4.596617e+00,2.500000e-03,9.774471e-01,9.690750e-01,2.488851e+00,7.519758e-02,43,54,1.000000e+00,-4.267639e-04,9.411890e-01,0
