time [s],pos_x [m],vel_x [m/s],acc_x [m/s^2],mass [kg],dens [kg/m^3],pres [Pa],ene [J/kg],sml [m],id,neighbor,alpha,gradh,shockSensor,ene_floored
8.868213e-02,-6.308888e-01,-2.315216e+00,-1.122897e+01,2.500000e-03,1.717282e-01,1.390091e-01,2.143631e+00,4.050193e-01,0,110,1.000000e+00,2.013348e-03,0.000000e+00,0
8.868213e-02,-6.266089e-01,-2.294904e+00,-1.116205e+01,2.500000e-03,1.766719e-01,1.427574e-01,2.129949e+00,3.930792e-01,1,107,1.000000e+00,1.892164e-03,6.743587e-01,0
8.868213e-02,-6.209477e-01,-2.253080e+00,-1.104381e+01,2.500000e-03,1.836846e-01,1.480846e-01,2.107421e+00,3.775718e-01,2,103,1.000000e+00,1.727524e-03,6.750751e-01,0
8.868213e-02,-6.136755e-01,-2.184392e+00,-1.084248e+01,2.500000e-03,1.934758e-01,1.555306e-01,2.074533e+00,3.581348e-01,3,98,1.000000e+00,1.514031e-03,6.776989e-01,0
8.868213e-02,-6.046533e-01,-2.084422e+00,-1.051944e+01,2.500000e-03,2.068052e-01,1.656670e-01,2.031820e+00,3.349730e-01,4,92,1.000000e+00,1.263499e-03,6.823446e-01,0
8.868213e-02,-5.939492e-01,-1.952598e+00,-1.005338e+01,2.500000e-03,2.240907e-01,1.787871e-01,1.982329e+00,3.093586e-01,5,86,1.000000e+00,1.029217e-03,6.886332e-01,0
8.868213e-02,-5.819667e-01,-1.796339e+00,-9.496727e+00,2.500000e-03,2.446936e-01,1.943593e-01,1.931407e+00,2.837824e-01,6,81,1.000000e+00,9.084849e-04,6.955983e-01,0
8.868213e-02,-5.694443e-01,-1.632255e+00,-9.011570e+00,2.500000e-03,2.667217e-01,2.109373e-01,1.885995e+00,2.608988e-01,7,77,1.000000e+00,9.571018e-04,7.023534e-01,0
8.868213e-02,-5.572134e-01,-1.479587e+00,-8.776453e+00,2.500000e-03,2.882753e-01,2.271982e-01,1.852739e+00,2.418967e-01,8,74,1.000000e+00,1.104699e-03,7.089537e-01,0
8.868213e-02,-5.458843e-01,-1.350876e+00,-8.843920e+00,2.500000e-03,3.086577e-01,2.428200e-01,1.834987e+00,2.263453e-01,9,72,1.000000e+00,1.234927e-03,7.161085e-01,0
8.868213e-02,-5.357271e-01,-1.249185e+00,-9.135275e+00,2.500000e-03,3.281029e-01,2.581371e-01,1.831860e+00,2.132700e-01,10,71,1.000000e+00,1.285425e-03,7.243132e-01,0
8.868213e-02,-5.267456e-01,-1.171282e+00,-9.527414e+00,2.500000e-03,3.470696e-01,2.735523e-01,1.840108e+00,2.018692e-01,11,70,1.000000e+00,1.248056e-03,7.335249e-01,0
