time [s],pos_x [m],pos_y [m],pos_z [m],vel_x [m/s],vel_y [m/s],vel_z [m/s],acc_x [m/s^2],acc_y [m/s^2],acc_z [m/s^2],mass [kg],dens [kg/m^3],pres [Pa],ene [J/kg],sml [m],id,neighbor,alpha,gradh,shockSensor
0.0,0.188175,0.378061,0,0,0,0,0.255325,0.363645,nan,0.00372096,0.985221,0.975491,1.48518,0.47073,107,187,2,3.02513e-314,0.993188
0.0,0.374182,-0.1507,0,0,0,0,0.463727,-0.196466,nan,0.00372096,0.985128,0.975337,1.48509,0.470752,108,171,2,3.02513e-314,0.991407
0.0,-0.329489,-0.240241,0,0,0,0,-0.10473,0.00747317,nan,0.00372096,0.985036,0.975184,1.485,0.470774,109,178,2,3.02513e-314,0.991323
0.0,-0.0670873,-0.367179,0,0,0,0,0.215848,-0.18009,nan,0.00372096,0.984943,0.975031,1.4849,0.470797,110,178,2,3.02513e-314,0.992491
0.0,0.262131,-0.260582,0,0,0,0,0.375663,0.205675,nan,0.00372096,0.98485,0.974878,1.48481,0.470819,111,172,2,3.02513e-314,0.99215
0.0,-0.241388,-0.302533,0,0,0,0,0.145233,-0.0285345,nan,0.00372096,0.984758,0.974725,1.48472,0.470841,112,184,2,3.02513e-314,0.992426
0.0,-0.0967072,0.368499,0,0,0,0,0.17366,0.549039,nan,0.00372096,0.984665,0.974573,1.48463,0.470863,113,198,2,3.02513e-314,0.993743
0.0,0.353671,0.224483,0,0,0,0,0.365273,0.0989173,nan,0.00372096,0.984572,0.97442,1.48453,0.470885,114,181,2,3.02513e-314,0.990791
0.0,-0.36944,0.108396,0,0,0,0,0.0080023,0.289888,nan,0.00372096,0.98448,0.974268,1.48444,0.470907,115,195,2,3.02513e-314,0.992354
0.0,0.126861,0.371897,0,0,0,0,0.260405,0.459443,nan,0.00372096,0.984388,0.974116,1.48435,0.470929,116,191,2,3.02513e-314,0.993727
0.0,-0.342219,0.20028,0,0,0,0,-0.297925,0.45999,nan,0.00372096,0.984296,0.973964,1.48425,0.470951,117,197,2,3.02513e-314,0.992192
0.0,0.325185,-0.291706,0,0,0,0,0.383377,-0.0600055,nan,0.00372096,0.984204,0.973812,1.48416,0.470973,118,170,2,3.02513e-314,0.990892
0.0,-0.151678,0.334401,0,0,0,0,0.101591,0.380345,nan,0.00372096,0.984112,0.97366,1.48407,0.470995,119,203,2,3.02513e-314,0.993692
0.0,0.34927,0.292387,0,0,0,0,0.360696,0.232101,nan,0.00372096,0.98402,0.973508,1.48398,0.471017,120,176,2,3.02513e-314,0.990406
0.0,-0.237326,0.303456,0,0,0,0,-0.18547,0.540055,nan,0.00372096,0.983928,0.973357,1.48388,0.471039,121,197,2,3.02513e-314,0.992997
0.0,0.37927,-0.234798,0,0,0,0,0.592363,-0.249375,nan,0.00372096,0.983836,0.973205,1.48379,0.471061,122,167,2,3.02513e-314,0.99075
0.0,-0.0345324,0.384567,0,0,0,0,0.186287,0.54197,nan,0.00372096,0.983744,0.973054,1.4837,0.471083,123,192,2,3.02513e-314,0.993804
0.0,-0.220381,-0.355819,0,0,0,0,-0.069468,-0.286331,nan,0.00372096,0.983653,0.972903,1.48361,0.471105,124,176,2,3.02513e-314,0.991681
0.0,0.381409,0.0018558,0,0,0,0,0.26762,0.00424649,nan,0.00372096,0.983561,0.972752,1.48352,0.471127,125,173,2,3.02513e-314,0.991112
0.0,-0.208624,0.356873,0,0,0,0,0.183166,0.581802,nan,0.00372096,0.983469,0.972601,1.48342,0.471149,126,197,2,3.02513e-314,0.992924
0.0,-0.147077,0.411377,0,0,0,0,-0.0218423,0.41429,nan,0.00372096,0.983378,0.97245,1.48333,0.471171,127,194,2,3.02513e-314,0.992846
0.0,0.259227,0.34526,0,0,0,0,0.354453,0.62851,nan,0.00372096,0.983286,0.9723,1.48324,0.471193,128,182,2,3.02513e-314,0.992389
0.0,-0.378481,-0.0232442,0,0,0,0,-0.336684,0.431571,nan,0.00372096,0.983195,0.972149,1.48315,0.471215,129,188,2,3.02513e-314,0.992076
0.0,-0.38301,0.045133,0,0,0,0,-0.19255,0.354395,nan,0.00372096,0.983104,0.971999,1.48306,0.471237,130,185,2,3.02513e-314,0.992093
0.0,-0.125002,-0.36833,0,0,0,0,0.143843,-0.0299606,nan,0.00372096,0.983013,0.971849,1.48296,0.471259,131,176,2,3.02513e-314,0.992343
0.0,-0.0769891,0.439331,0,0,0,0,0.0774513,0.557146,nan,0.00372096,0.982921,0.971698,1.48287,0.47128,132,189,2,3.02513e-314,0.993024
0.0,0.064987,0.393659,0,0,0,0,0.161212,0.430055,nan,0.00372096,0.98283,0.971548,1.48278,0.471302,133,187,2,3.02513e-314,0.993692
0.0,0.245055,0.40758,0,0,0,0,0.236344,0.610983,nan,0.00372096,0.982739,0.971398,1.48269,0.471324,134,183,2,3.02513e-314,0.991628
0.0,0.159812,0.435855,0,0,0,0,0.315917,0.542833,nan,0.00372096,0.982648,0.971248,1.4826,0.471346,135,191,2,3.02513e-314,0.992412
0.0,-0.373976,-0.203655,0,0,0,0,-0.392527,-0.132695,nan,0.00372096,0.982557,0.971098,1.48251,0.471368,136,185,2,3.02513e-314,0.990459
0.0,-0.309021,0.249098,0,0,0,0,0.0604786,0.305171,nan,0.00372096,0.982467,0.970949,1.48241,0.471389,137,199,2,3.02513e-314,0.992254
