time,pos_x,vel_x,acc_x,mass,dens,pres,ene,sml,id,neighbor,alpha,gradh,shockSensor,ene_floored
1.500422e-01,-7.794969e-01,-2.754621e+00,-6.603548e+00,2.500000e-03,1.148249e-01,8.774251e-02,2.271510e+00,6.499267e-01,0,148,1.000000e+00,1.900980e-03,0.000000e+00,0
1.500422e-01,-7.736949e-01,-2.730242e+00,-6.563682e+00,2.500000e-03,1.175687e-01,8.971644e-02,2.236403e+00,6.347370e-01,1,144,1.000000e+00,1.803173e-03,6.559763e-01,0
1.500422e-01,-7.658257e-01,-2.688023e+00,-6.499807e+00,2.500000e-03,1.214930e-01,9.253440e-02,2.184478e+00,6.142192e-01,2,139,1.000000e+00,1.668017e-03,6.573970e-01,0
1.500422e-01,-7.555200e-01,-2.623659e+00,-6.399139e+00,2.500000e-03,1.269969e-01,9.647185e-02,2.115207e+00,5.875944e-01,3,133,1.000000e+00,1.490346e-03,6.610452e-01,0
1.500422e-01,-7.424304e-01,-2.532613e+00,-6.244887e+00,2.500000e-03,1.345907e-01,1.018644e-01,2.030841e+00,5.544508e-01,4,125,1.000000e+00,1.274755e-03,6.671564e-01,0
1.500422e-01,-7.263641e-01,-2.411722e+00,-6.022602e+00,2.500000e-03,1.447878e-01,1.090024e-01,1.937199e+00,5.154307e-01,5,116,1.000000e+00,1.054355e-03,6.755420e-01,0
1.500422e-01,-7.075668e-01,-2.263140e+00,-5.743395e+00,2.500000e-03,1.577169e-01,1.178200e-01,1.843485e+00,4.732223e-01,6,106,1.000000e+00,9.103212e-04,6.852206e-01,0
1.500422e-01,-6.870448e-01,-2.099412e+00,-5.479635e+00,2.500000e-03,1.725854e-01,1.275567e-01,1.760548e+00,4.325018e-01,7,98,1.000000e+00,9.277306e-04,6.947150e-01,0
1.500422e-01,-6.664664e-01,-1.941957e+00,-5.343350e+00,2.500000e-03,1.879107e-01,1.371412e-01,1.697672e+00,3.972684e-01,8,92,1.000000e+00,1.075344e-03,7.033894e-01,0
1.500422e-01,-6.474177e-01,-1.808990e+00,-5.380129e+00,2.500000e-03,2.026381e-01,1.461074e-01,1.658672e+00,3.684249e-01,9,88,1.000000e+00,1.223585e-03,7.119142e-01,0
1.500422e-01,-6.307387e-01,-1.706433e+00,-5.534721e+00,2.500000e-03,2.165255e-01,1.546385e-01,1.640846e+00,3.448160e-01,10,85,1.000000e+00,1.286679e-03,7.210535e-01,0
1.500422e-01,-6.165196e-01,-1.630447e+00,-5.722131e+00,2.500000e-03,2.296974e-01,1.630251e-01,1.638282e+00,3.250555e-01,11,83,1.000000e+00,1.254086e-03,7.308325e-01,0
1.500422e-01,-6.044307e-01,-1.573601e+00,-5.882230e+00,2.500000e-03,2.423322e-01,1.714369e-01,1.645417e+00,3.081136e-01,12,81,1.000000e+00,1.149648e-03,7.407219e-01,0
1.500422e-01,-5.939912e-01,-1.528464e+00,-5.986095e+00,2.500000e-03,2.546151e-01,1.799703e-01,1.658359e+00,2.932508e-01,13,79,1.000000e+00,1.003356e-03,7.501053e-01,0
1.500422e-01,-5.847074e-01,-1.488741e+00,-6.024045e+00,2.500000e-03,2.667665e-01,1.887326e-01,1.674719e+00,2.798920e-01,14,77,1.000000e+00,8.415137e-04,7.585772e-01,0
1.500422e-01,-5.761300e-01,-1.449402e+00,-5.994537e+00,2.500000e-03,2.790472e-01,1.978783e-01,1.693077e+00,2.675739e-01,15,76,1.000000e+00,6.850194e-04,7.660082e-01,0
1.500422e-01,-5.678823e-01,-1.406645e+00,-5.898933e+00,2.500000e-03,2.917202e-01,2.075928e-01,1.712560e+00,2.559529e-01,16,75,1.000000e+00,5.499480e-04,7.724786e-01,0
1.500422e-01,-5.596803e-01,-1.358000e+00,-5.742034e+00,2.500000e-03,3.049791e-01,2.180397e-01,1.732606e+00,2.448322e-01,17,73,1.000000e+00,4.469694e-04,7.781978e-01,0
1.500422e-01,-5.513486e-01,-1.302500e+00,-5.535452e+00,2.500000e-03,3.188868e-01,2.293060e-01,1.752889e+00,2.341646e-01,18,73,1.000000e+00,3.793434e-04,7.834611e-01,0
1.500422e-01,-5.432323e-01,-1.256022e+00,-5.578421e+00,2.500000e-03,3.326623e-01,2.407846e-01,1.772399e+00,2.244687e-01,19,70,1.000000e+00,3.450648e-04,7.884291e-01,0
1.500422e-01,-5.360922e-01,-1.221803e+00,-5.644591e+00,2.500000e-03,3.448608e-01,2.512248e-01,1.789175e+00,2.165229e-01,20,68,1.000000e+00,3.355934e-04,7.929421e-01,0
1.500422e-01,-5.293677e-01,-1.186065e+00,-5.592717e+00,2.500000e-03,3.563793e-01,2.613253e-01,1.804091e+00,2.095224e-01,21,67,1.000000e+00,3.398371e-04,7.970133e-01,0
1.500422e-01,-5.227268e-01,-1.145002e+00,-5.566012e+00,2.500000e-03,3.677909e-01,2.715616e-01,1.817908e+00,2.030239e-01,22,66,1.000000e+00,3.521210e-04,8.007367e-01,0
1.500422e-01,-5.159383e-01,-1.103308e+00,-5.418252e+00,2.500000e-03,3.795393e-01,2.823263e-01,1.831544e+00,1.967422e-01,23,66,1.000000e+00,3.683636e-04,8.042999e-01,0
1.500422e-01,-5.091721e-01,-1.062197e+00,-5.458639e+00,2.500000e-03,3.914147e-01,2.934184e-01,1.844858e+00,1.907765e-01,24,65,1.000000e+00,3.837684e-04,8.078203e-01,0
1.500422e-01,-5.021555e-01,-1.011655e+00,-5.540996e+00,2.500000e-03,4.040206e-01,3.053915e-01,1.859169e+00,1.848339e-01,25,65,1.000000e+00,3.945978e-04,8.115230e-01,0
1.500422e-01,-4.957582e-01,-9.760487e-01,-5.509887e+00,2.500000e-03,4.158862e-01,3.168136e-01,1.872270e+00,1.795637e-01,26,65,1.000000e+00,3.968467e-04,8.152675e-01,0
1.500422e-01,-4.893659e-01,-9.406394e-01,-5.654044e+00,2.500000e-03,4.282075e-01,3.287986e-01,1.886324e+00,1.744011e-01,27,64,1.000000e+00,3.898748e-04,8.191427e-01,0
1.500422e-01,-4.830557e-01,-9.004744e-01,-5.656947e+00,2.500000e-03,4.409218e-01,3.412727e-01,1.901484e+00,1.693803e-01,28,65,1.000000e+00,3.731056e-04,8.231957e-01,0
1.500422e-01,-4.777611e-01,-8.775243e-01,-5.804731e+00,2.500000e-03,4.520673e-01,3.522833e-01,1.913785e+00,1.652050e-01,29,64,1.000000e+00,3.515418e-04,8.270006e-01,0
1.500422e-01,-4.717725e-01,-8.407924e-01,-5.787215e+00,2.500000e-03,4.652403e-01,3.653813e-01,1.930565e+00,1.605348e-01,30,65,1.000000e+00,3.198596e-04,8.310098e-01,0
1.500422e-01,-4.665451e-01,-8.202485e-01,-5.892719e+00,2.500000e-03,4.772419e-01,3.773936e-01,1.945335e+00,1.564970e-01,31,64,1.000000e+00,2.871811e-04,8.348631e-01,0
1.500422e-01,-4.611485e-01,-7.977279e-01,-5.965029e+00,2.500000e-03,4.901152e-01,3.903676e-01,1.962251e+00,1.523862e-01,32,64,1.000000e+00,2.504593e-04,8.387498e-01,0
1.500422e-01,-4.558782e-01,-7.717405e-01,-5.999201e+00,2.500000e-03,5.031284e-01,4.035865e-01,1.979671e+00,1.484462e-01,33,63,1.000000e+00,2.140288e-04,8.426433e-01,0
1.500422e-01,-4.509613e-01,-7.470803e-01,-5.851083e+00,2.500000e-03,5.156130e-01,4.163790e-01,1.996246e+00,1.448527e-01,34,64,1.000000e+00,1.820497e-04,8.464074e-01,0
1.500422e-01,-4.462887e-01,-7.271128e-01,-5.824597e+00,2.500000e-03,5.277281e-01,4.289097e-01,2.012254e+00,1.415257e-01,35,63,1.000000e+00,1.558754e-04,8.499690e-01,0
1.500422e-01,-4.418083e-01,-7.067432e-01,-5.778218e+00,2.500000e-03,5.395171e-01,4.412276e-01,2.027484e+00,1.384318e-01,36,63,1.000000e+00,1.367261e-04,8.532697e-01,0
1.500422e-01,-4.374239e-01,-6.849289e-01,-5.717870e+00,2.500000e-03,5.511636e-01,4.535307e-01,2.042155e+00,1.355059e-01,37,63,1.000000e+00,1.251440e-04,8.563034e-01,0
1.500422e-01,-4.330921e-01,-6.613502e-01,-5.652670e+00,2.500000e-03,5.627341e-01,4.658971e-01,2.056249e+00,1.327198e-01,38,62,1.000000e+00,1.213708e-04,8.590856e-01,0
1.500422e-01,-4.287722e-01,-6.356851e-01,-5.592830e+00,2.500000e-03,5.743081e-01,4.784197e-01,2.069835e+00,1.300463e-01,39,62,1.000000e+00,1.249287e-04,8.616550e-01,0
