time,pos_x,vel_x,acc_x,mass,dens,pres,ene,sml,id,neighbor,alpha,gradh,shockSensor,ene_floored
1.644292e-01,-8.197894e-01,-2.845183e+00,-6.005101e+00,2.500000e-03,1.053292e-01,7.980145e-02,2.323644e+00,7.085708e-01,0,155,1.000000e+00,1.863335e-03,0.000000e+00,0
1.644292e-01,-8.136327e-01,-2.820258e+00,-5.968883e+00,2.500000e-03,1.077632e-01,8.153994e-02,2.282200e+00,6.925536e-01,1,151,1.000000e+00,1.768717e-03,6.526843e-01,0
1.644292e-01,-8.051497e-01,-2.777163e+00,-5.910610e+00,2.500000e-03,1.112958e-01,8.405680e-02,2.220914e+00,6.705669e-01,2,145,1.000000e+00,1.636302e-03,6.542651e-01,0
1.644292e-01,-7.939079e-01,-2.711415e+00,-5.818558e+00,2.500000e-03,1.163072e-01,8.760973e-02,2.139448e+00,6.416812e-01,3,139,1.000000e+00,1.460883e-03,6.582377e-01,0
1.644292e-01,-7.794929e-01,-2.618247e+00,-5.677228e+00,2.500000e-03,1.232911e-01,9.251412e-02,2.040832e+00,6.053554e-01,4,131,1.000000e+00,1.247461e-03,6.648527e-01,0
1.644292e-01,-7.616650e-01,-2.494295e+00,-5.473341e+00,2.500000e-03,1.327558e-01,9.903994e-02,1.932369e+00,5.622369e-01,5,121,1.000000e+00,1.031110e-03,6.738841e-01,0
1.644292e-01,-7.407021e-01,-2.341879e+00,-5.218358e+00,2.500000e-03,1.448475e-01,1.071033e-01,1.825239e+00,5.153551e-01,6,110,1.000000e+00,8.973952e-04,6.842315e-01,0
1.644292e-01,-7.177983e-01,-2.174570e+00,-4.983027e+00,2.500000e-03,1.588104e-01,1.159397e-01,1.732102e+00,4.700957e-01,7,101,1.000000e+00,9.324576e-04,6.942871e-01,0
1.644292e-01,-6.949414e-01,-2.015351e+00,-4.872642e+00,2.500000e-03,1.732130e-01,1.245250e-01,1.662982e+00,4.310468e-01,8,94,1.000000e+00,1.094192e-03,7.034113e-01,0
1.644292e-01,-6.739840e-01,-1.883007e+00,-4.921287e+00,2.500000e-03,1.870446e-01,1.324815e-01,1.620990e+00,3.991994e-01,9,89,1.000000e+00,1.243263e-03,7.123506e-01,0
