xi,theta
1e-06,0.99999999999975
0.0010009999,0.9999997494998314
0.0020009998,0.9999989990003345
0.0030009997,0.9999977485021101
0.0040009996,0.9999959980065654
0.0050009995000000005,0.9999937475156696
0.0060009994,0.9999909970319547
0.0070009993,0.9999877465585151
0.0080009992,0.9999839960990073
0.009000999099999999,0.9999797456576508
0.010000998999999998,0.9999749952392271
0.011000998899999998,0.9999697448490803
0.012000998799999997,0.9999639944931171
0.013000998699999997,0.9999577441778065
0.014000998599999996,0.9999509939101799
0.015000998499999996,0.9999437436978312
0.016000998399999997,0.9999359935489165
0.017000998299999997,0.9999277434721544
0.018000998199999996,0.9999189934768259
0.019000998099999996,0.9999097435727742
0.020000997999999996,0.9998999937704048
0.021000997899999995,0.9998897440806858
0.022000997799999995,0.9998789945151471
0.023000997699999994,0.9998677450858812
0.024000997599999994,0.9998559958055425
0.025000997499999993,0.999843746687348
0.026000997399999993,0.9998309977450764
0.027000997299999992,0.999817748993069
0.028000997199999992,0.9998040004462287
0.02900099709999999,0.999789752120021
0.03000099699999999,0.999775004030473
0.03100099689999999,0.9997597561941741
0.032000996799999994,0.9997440086282755
0.03300099669999999,0.9997277613504905
0.03400099659999999,0.9997110143790939
0.03500099649999999,0.999693767732923
0.03600099639999999,0.9996760214313763
0.03700099629999999,0.9996577754944147
0.03800099619999999,0.9996390299425603
0.03900099609999999,0.9996197847968971
0.04000099599999999,0.9996000400790707
0.04100099589999999,0.9995797958112884
0.04200099579999999,0.9995590520163191
0.04300099569999999,0.9995378087174931
0.04400099559999999,0.9995160659387021
0.04500099549999999,0.9994938237043995
0.04600099539999999,0.9994710820395999
0.04700099529999999,0.999447840969879
0.048000995199999986,0.9994241005213741
0.049000995099999986,0.9993998607207836
0.050000994999999986,0.9993751215953669
0.051000994899999985,0.9993498831729447
0.052000994799999985,0.9993241454818986
0.053000994699999984,0.9992979085511713
0.054000994599999984,0.9992711724102662
0.05500099449999998,0.9992439370892479
0.05600099439999998,0.9992162026187413
0.05700099429999998,0.9991879690299327
0.05800099419999998,0.9991592363545684
0.05900099409999998,0.9991300046249556
0.06000099399999998,0.999100273873962
0.06100099389999998,0.999070044135016
0.06200099379999998,0.9990393154421059
0.06300099369999998,0.9990080878297807
0.06400099359999999,0.9989763613331495
0.06500099349999999,0.9989441359878816
0.0660009934,0.9989114118302064
0.0670009933,0.9988781888969134
0.06800099320000001,0.9988444672253519
0.06900099310000002,0.9988102468534312
0.07000099300000003,0.9987755278196204
0.07100099290000003,0.9987403101629483
0.07200099280000004,0.9987045939230031
0.07300099270000004,0.998668379139933
0.07400099260000005,0.9986316658544453
0.07500099250000006,0.9985944541078068
0.07600099240000006,0.9985567439418436
0.07700099230000007,0.9985185353989409
0.07800099220000008,0.9984798285220432
0.07900099210000008,0.998440623354654
0.08000099200000009,0.9984009199408357
0.0810009919000001,0.9983607183252095
0.0820009918000001,0.9983200185529553
0.08300099170000011,0.9982788206698118
0.08400099160000012,0.9982371247220763
0.08500099150000012,0.9981949307566045
0.08600099140000013,0.9981522388208104
0.08700099130000014,0.9981090489626664
0.08800099120000014,0.998065361230703
0.08900099110000015,0.9980211756740087
0.09000099100000016,0.9979764923422302
0.09100099090000016,0.9979313112855718
0.09200099080000017,0.9978856325547958
0.09300099070000017,0.9978394562012219
0.09400099060000018,0.9977927822767277
0.09500099050000019,0.997745610833748
0.0960009904000002,0.997697941925275
0.0970009903000002,0.9976497756048579
0.09800099020000021,0.9976011119266034
0.09900099010000021,0.9975519509451749
0.10000099000000022,0.9975022927157928
0.10100098990000023,0.9974521372942344
0.10200098980000023,0.9974014847368335
0.10300098970000024,0.9973503351004804
0.10400098960000025,0.9972986884426219
0.10500098950000025,0.9972465448212611
0.10600098940000026,0.9971939042949572
0.10700098930000027,0.9971407669228257
0.10800098920000027,0.9970871327645378
0.10900098910000028,0.9970330018803204
0.11000098900000028,0.9969783743309564
0.11100098890000029,0.996923250177784
0.1120009888000003,0.9968676294826971
0.1130009887000003,0.9968115123081448
0.11400098860000031,0.9967548987171312
0.11500098850000032,0.9966977887732155
0.11600098840000032,0.996640182540512
0.11700098830000033,0.9965820800836896
0.11800098820000034,0.996523481467972
0.11900098810000034,0.9964643867591372
0.12000098800000035,0.9964047960235176
0.12100098790000036,0.9963447093280001
0.12200098780000036,0.9962841267400254
0.12300098770000037,0.9962230483275883
0.12400098760000038,0.9961614741592374
0.12500098750000038,0.9960994043040748
