time [s],pos_x [m],vel_x [m/s],acc_x [m/s^2],mass [kg],dens [kg/m^3],pres [Pa],ene [J/kg],sml [m],id,neighbor,alpha,gradh,shockSensor,ene_floored
3.599217e-02,-5.278748e-01,-1.364886e+00,-2.033794e+01,2.500000e-03,3.306113e-01,2.748221e-01,2.082943e+00,1.890438e-01,0,64,1.000000e+00,8.818888e-01,0.000000e+00,0
3.599217e-02,-5.262155e-01,-1.394120e+00,-2.021995e+01,2.500000e-03,3.393405e-01,2.766552e-01,2.044037e+00,1.841808e-01,1,63,1.000000e+00,9.060294e-01,7.634731e-01,0
3.599217e-02,-5.242819e-01,-1.413319e+00,-2.009774e+01,2.500000e-03,3.499886e-01,2.799363e-01,2.006474e+00,1.785772e-01,2,62,1.000000e+00,9.346073e-01,7.576575e-01,0
3.599217e-02,-5.218748e-01,-1.414824e+00,-1.994975e+01,2.500000e-03,3.639408e-01,2.862104e-01,1.973798e+00,1.717312e-01,3,60,1.000000e+00,9.700426e-01,7.522252e-01,0
3.599217e-02,-5.187318e-01,-1.388143e+00,-1.972112e+01,2.500000e-03,3.832234e-01,2.977950e-01,1.951085e+00,1.630903e-01,4,58,1.000000e+00,1.013739e+00,7.478184e-01,0
3.599217e-02,-5.145237e-01,-1.317246e+00,-1.917436e+01,2.500000e-03,4.104678e-01,3.178339e-01,1.944446e+00,1.522653e-01,5,55,1.000000e+00,1.060594e+00,7.451743e-01,0
3.599217e-02,-5.090588e-01,-1.188528e+00,-1.787467e+01,2.500000e-03,4.466141e-01,3.479249e-01,1.956075e+00,1.399418e-01,6,52,1.000000e+00,1.085457e+00,7.446438e-01,0
3.599217e-02,-5.026630e-01,-1.014879e+00,-1.586790e+01,2.500000e-03,4.865955e-01,3.833622e-01,1.977777e+00,1.284434e-01,7,50,1.000000e+00,1.054106e+00,7.457691e-01,0
3.599217e-02,-4.960749e-01,-8.373525e-01,-1.425352e+01,2.500000e-03,5.228478e-01,4.164407e-01,1.998979e+00,1.195376e-01,8,49,1.000000e+00,9.835616e-01,7.483408e-01,0
3.599217e-02,-4.898902e-01,-6.883616e-01,-1.377238e+01,2.500000e-03,5.533815e-01,4.450767e-01,2.018074e+00,1.129420e-01,9,49,1.000000e+00,9.213364e-01,7.527869e-01,0
3.599217e-02,-4.843102e-01,-5.746739e-01,-1.423895e+01,2.500000e-03,5.803794e-01,4.715674e-01,2.038146e+00,1.076882e-01,10,49,1.000000e+00,8.871724e-01,7.592408e-01,0
3.599217e-02,-4.793108e-01,-4.909140e-01,-1.524820e+01,2.500000e-03,6.061279e-01,4.982787e-01,2.061322e+00,1.031135e-01,11,49,1.000000e+00,8.802294e-01,7.674303e-01,0
3.599217e-02,-4.748058e-01,-4.297371e-01,-1.648032e+01,2.500000e-03,6.320356e-01,5.266212e-01,2.088225e+00,9.888684e-02,12,50,1.000000e+00,8.949443e-01,7.769369e-01,0
3.599217e-02,-4.707075e-01,-3.845318e-01,-1.769471e+01,2.500000e-03,6.588026e-01,5.572573e-01,2.118612e+00,9.486909e-02,13,50,1.000000e+00,9.251424e-01,7.873107e-01,0
3.599217e-02,-4.669489e-01,-3.498989e-01,-1.868007e+01,2.500000e-03,6.865214e-01,5.901825e-01,2.151646e+00,9.103868e-02,14,50,1.000000e+00,9.636555e-01,7.980855e-01,0
3.599217e-02,-4.634852e-01,-3.215955e-01,-1.924806e+01,2.500000e-03,7.147166e-01,6.247121e-01,2.186002e+00,8.744724e-02,15,49,1.000000e+00,1.002135e+00,8.088025e-01,0
3.599217e-02,-4.602634e-01,-2.959790e-01,-1.928465e+01,2.500000e-03,7.426951e-01,6.598561e-01,2.220316e+00,8.415297e-02,16,49,1.000000e+00,1.033276e+00,8.191383e-01,0
3.599217e-02,-4.572213e-01,-2.701684e-01,-1.879000e+01,2.500000e-03,7.698321e-01,6.946653e-01,2.253501e+00,8.118654e-02,17,49,1.000000e+00,1.053461e+00,8.289893e-01,0
3.599217e-02,-4.542780e-01,-2.414266e-01,-1.785462e+01,2.500000e-03,7.958847e-01,7.286609e-01,2.285053e+00,7.852896e-02,18,50,1.000000e+00,1.063257e+00,8.384786e-01,0
3.599217e-02,-4.513783e-01,-2.087291e-01,-1.660722e+01,2.500000e-03,8.206594e-01,7.614436e-01,2.314616e+00,7.615827e-02,19,49,1.000000e+00,1.065262e+00,8.478167e-01,0
3.599217e-02,-4.485044e-01,-1.729593e-01,-1.517817e+01,2.500000e-03,8.438993e-01,7.925499e-01,2.341853e+00,7.406097e-02,20,47,1.000000e+00,1.062151e+00,8.571530e-01,0
3.599217e-02,-4.456537e-01,-1.356818e-01,-1.367782e+01,2.500000e-03,8.654431e-01,8.216534e-01,2.366616e+00,7.221734e-02,21,46,1.000000e+00,1.056072e+00,8.665157e-01,0
3.599217e-02,-4.428268e-01,-9.839745e-02,-1.219012e+01,2.500000e-03,8.852801e-01,8.486412e-01,2.388968e+00,7.059912e-02,22,45,1.000000e+00,1.048795e+00,8.758644e-01,0
3.599217e-02,-4.400288e-01,-6.258807e-02,-1.077211e+01,2.500000e-03,9.034886e-01,8.735382e-01,2.409087e+00,6.917631e-02,23,46,1.000000e+00,1.041750e+00,8.851317e-01,0
3.599217e-02,-4.372694e-01,-2.957258e-02,-9.454597e+00,2.500000e-03,9.201832e-01,8.964363e-01,2.427176e+00,6.792126e-02,24,45,1.000000e+00,1.035971e+00,8.942411e-01,0
3.599217e-02,-4.345576e-01,-4.867826e-04,-8.244011e+00,2.500000e-03,9.354988e-01,9.174759e-01,2.443449e+00,6.680928e-02,25,45,1.000000e+00,1.032043e+00,9.031212e-01,0
3.599217e-02,-4.319027e-01,2.374262e-02,-7.130191e+00,2.500000e-03,9.495475e-01,9.367840e-01,2.458079e+00,6.582082e-02,26,46,1.000000e+00,1.030114e+00,9.117094e-01,0
3.599217e-02,-4.293040e-01,4.292937e-02,-6.095365e+00,2.500000e-03,9.624458e-01,9.545035e-01,2.471235e+00,6.493872e-02,27,45,1.000000e+00,1.029980e+00,9.199693e-01,0
3.599217e-02,-4.267587e-01,5.735076e-02,-5.141683e+00,2.500000e-03,9.742641e-01,9.707134e-01,2.483026e+00,6.415098e-02,28,46,1.000000e+00,1.031207e+00,9.278814e-01,0
3.599217e-02,-4.242599e-01,6.766849e-02,-4.282654e+00,2.500000e-03,9.850424e-01,9.854500e-01,2.493524e+00,6.344905e-02,29,46,1.000000e+00,1.033246e+00,9.354433e-01,0
3.599217e-02,-4.217989e-01,7.470016e-02,-3.505512e+00,2.500000e-03,9.947891e-01,9.987132e-01,2.502778e+00,6.282739e-02,30,46,1.000000e+00,1.035529e+00,9.426611e-01,0
3.599217e-02,-4.193673e-01,7.921244e-02,-2.771347e+00,2.500000e-03,1.003490e+00,1.010482e+00,2.510821e+00,6.228265e-02,31,46,1.000000e+00,1.037539e+00,9.495443e-01,0
3.599217e-02,-4.169570e-01,8.187808e-02,-2.042007e+00,2.500000e-03,1.011119e+00,1.020727e+00,2.517683e+00,6.181270e-02,32,46,1.000000e+00,1.038866e+00,9.561005e-01,0
3.599217e-02,-4.145615e-01,8.321692e-02,-1.310260e+00,2.500000e-03,1.017655e+00,1.029427e+00,2.523398e+00,6.141568e-02,33,47,1.000000e+00,1.039237e+00,9.623326e-01,0
3.599217e-02,-4.121749e-01,8.356074e-02,-5.954699e-01,2.500000e-03,1.023090e+00,1.036582e+00,2.528007e+00,6.108941e-02,34,47,1.000000e+00,1.038536e+00,9.682375e-01,0
3.599217e-02,-4.097928e-01,8.314457e-02,8.186649e-02,2.500000e-03,1.027439e+00,1.042219e+00,2.531568e+00,6.083087e-02,35,46,1.000000e+00,1.036785e+00,9.738056e-01,0
3.599217e-02,-4.074120e-01,8.207618e-02,7.119885e-01,2.500000e-03,1.030741e+00,1.046402e+00,2.534147e+00,6.063602e-02,36,47,1.000000e+00,1.034121e+00,9.790219e-01,0
3.599217e-02,-4.050300e-01,8.046005e-02,1.282297e+00,2.500000e-03,1.033062e+00,1.049226e+00,2.535824e+00,6.049978e-02,37,47,1.000000e+00,1.030758e+00,9.838688e-01,0
3.599217e-02,-4.026446e-01,7.832345e-02,1.784951e+00,2.500000e-03,1.034490e+00,1.050816e+00,2.536693e+00,6.041626e-02,38,47,1.000000e+00,1.026941e+00,9.883278e-01,0
3.599217e-02,-4.002545e-01,7.570445e-02,2.216735e+00,2.500000e-03,1.035128e+00,1.051317e+00,2.536853e+00,6.037900e-02,39,48,1.000000e+00,1.022915e+00,9.923823e-01,0
3.599217e-02,-3.978582e-01,7.266077e-02,2.571053e+00,2.500000e-03,1.035088e+00,1.050884e+00,2.536406e+00,6.038134e-02,40,48,1.000000e+00,1.018897e+00,9.960197e-01,0
3.599217e-02,-3.954556e-01,6.920248e-02,2.847553e+00,2.500000e-03,1.034483e+00,1.049677e+00,2.535456e+00,6.041667e-02,41,48,1.000000e+00,1.015065e+00,9.992325e-01,0
3.599217e-02,-3.930463e-01,6.540095e-02,3.052811e+00,2.500000e-03,1.033421e+00,1.047851e+00,2.534101e+00,6.047872e-02,42,48,1.000000e+00,1.011546e+00,9.979853e-01,0
3.599217e-02,-3.906303e-01,6.129710e-02,3.185242e+00,2.500000e-03,1.032006e+00,1.045550e+00,2.532436e+00,6.056165e-02,43,48,1.000000e+00,1.008420e+00,9.956366e-01,0
3.599217e-02,-3.882081e-01,5.695626e-02,3.252206e+00,2.500000e-03,1.030329e+00,1.042906e+00,2.530545e+00,6.066026e-02,44,49,1.000000e+00,1.005724e+00,9.937007e-01,0
3.599217e-02,-3.857798e-01,5.245214e-02,3.262435e+00,2.500000e-03,1.028468e+00,1.040032e+00,2.528503e+00,6.076999e-02,45,49,1.000000e+00,1.003459e+00,9.921517e-01,0
3.599217e-02,-3.833459e-01,4.784955e-02,3.222529e+00,2.500000e-03,1.026493e+00,1.037027e+00,2.526373e+00,6.088695e-02,46,49,1.000000e+00,1.001601e+00,9.909598e-01,0
3.599217e-02,-3.809066e-01,4.323192e-02,3.140094e+00,2.500000e-03,1.024457e+00,1.033969e+00,2.524210e+00,6.100790e-02,47,49,1.000000e+00,1.000108e+00,9.900924e-01,0
3.599217e-02,-3.784615e-01,3.868468e-02,3.022027e+00,2.500000e-03,1.022408e+00,1.030922e+00,2.522054e+00,6.113022e-02,48,49,1.000000e+00,9.989308e-01,9.895154e-01,0
3.599217e-02,-3.760108e-01,3.428422e-02,2.875535e+00,2.500000e-03,1.020379e+00,1.027938e+00,2.519942e+00,6.125175e-02,49,49,1.000000e+00,9.980172e-01,9.891942e-01,0
3.599217e-02,-3.735545e-01,3.009436e-02,2.707917e+00,2.500000e-03,1.018400e+00,1.025054e+00,2.517899e+00,6.137077e-02,50,50,1.000000e+00,9.973195e-01,9.890945e-01,0
3.599217e-02,-3.710929e-01,2.616447e-02,2.525813e+00,2.500000e-03,1.016493e+00,1.022300e+00,2.515945e+00,6.148592e-02,51,50,1.000000e+00,9.967961e-01,9.891833e-01,0
3.599217e-02,-3.686261e-01,2.252729e-02,2.334725e+00,2.500000e-03,1.014674e+00,1.019697e+00,2.514097e+00,6.159614e-02,52,50,1.000000e+00,9.964128e-01,9.894289e-01,0
